"Nome da campanha","Nome do anúncio","Nome do conjunto de anúncios","URL do site","Tipo de mídia","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [LM - TESTE] [ABO]","AD - 5 — Cópia","[TOFU] [TIK]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,active,ad,1.22430645,12401,0.261995,,213.07894796,398,246,0.53537424,3.31424885,17.18240045,"Compras no site",106.53947398,3,0.00502513,2,2.42121526,"Valor de conversão da compra no site",515.91,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD1 - 07/01 — Cópia","[DIGESTINO] [RMKT]",https://www.denavita.com.br/pages/digestino,Imagem,not_delivering,ad,1.40920959,11874,0,,171.84,69,53,2.49043478,0.69900623,14.47195553,"Compras no site",42.96,12,0.05797101,4,6.50244413,"Valor de conversão da compra no site",1117.38,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - NIVER 2 — Cópia","Conj - Vm",https://www.denavita.com.br/pages/vinagre-maca-gomas?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Imagem,inactive,ad,1.30638488,11683,0.00291021,,129.23,51,35,2.53392157,0.59060173,11.06137122,"Compras no site",129.23,13,0.01960784,1,2.912559,"Valor de conversão da compra no site",376.39,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","ADS - LARISSA","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://lm1.denavita.com.br/,Vídeo,not_delivering,ad,1.22706131,11608,0.23259821,,458.77,153,105,2.99849673,1.46450724,39.52188146,"Compras no site",91.754,32,0.03267974,5,1.54118622,"Valor de conversão da compra no site",707.05,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3","Influ Ingrid - Lm",https://www.denavita.com.br/products/kit-vida-fit,Vídeo,not_delivering,ad,1.43847619,11328,0.12455862,,116.45,100,74,1.1645,0.90042373,10.27983757,"Compras no site",58.225,7,0.02,2,2.86912838,"Valor de conversão da compra no site",334.11,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Teste - ADS 2","Evelyn Regly BM - LM",http://lm1.denavita.com.br/,Vídeo,not_delivering,ad,1.39156627,11319,0.07067762,,158.23352602,80,57,1.97791908,1.00715611,13.97946161,"Compras no site",52.74450867,7,0.0375,3,3.06420524,"Valor de conversão da compra no site",484.86,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","tons4_rmkt_20-10-2025 — Cópia","[PUBLICO ENG.] [DR]",https://www.denavita.com.br/pages/tons-clareador-de-pele,Imagem,archived,ad,1.1643864,11234,0,,349.62,96,76,3.641875,1.21061065,31.12159516,"Compras no site",87.405,24,0.04166667,4,3.09607574,"Valor de conversão da compra no site",1082.45,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons2_rmkt_01-09-2025,rmkt_tons_estáticos_visitantes-engajado-compradores_max-conv_cpa35_02-09-2025_7,https://www.denavita.com.br/pages/tons-clareador-de-pele,Imagem,not_delivering,ad,1.30406977,11215,0,,266.36590061,137,112,1.94427665,1.40882746,23.75086051,"Compras no site",53.27318012,29,0.03649635,5,4.73446487,"Valor de conversão da compra no site",1261.1,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Ingrid - Vm",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,archived,ad,1.38623351,11137,0.31157403,,391.26,232,181,1.68646552,2.89126336,35.1315435,"Compras no site",78.252,32,0.02155172,5,3.06067577,"Valor de conversão da compra no site",1197.52,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","[VERÃO 3] [BOFU]","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://www.denavita.com.br/pages/laranja-moro,Imagem,not_delivering,ad,1.93660745,11120,0,,414.46828534,175,135,2.3683902,1.60071942,37.27232782,"Compras no site",59.20975505,27,0.04,7,2.46520671,"Valor de conversão da compra no site",1021.75,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - MOFU LARISSA LEMOS  REFAÇÃO 17-05","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Larissa+Lemos+-+Performance&utm_content=laranja+moro,Vídeo,inactive,ad,1.21591796,10908,0.27924459,,445.02511538,134,91,3.32108295,1.64099743,40.79804871,"Compras no site",148.34170513,10,0.02238806,3,1.04304226,"Valor de conversão da compra no site",464.18,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD- NIVER 6","TONS TESTE",https://www.denavita.com.br/pages/tons-clareador-de-pele?utm_source=Influenciador&utm_campaign=Rodrigo+Andrade+-+performance&utm_content=Tons,Imagem,not_delivering,ad,1.73319561,10907,0,,412.3,160,125,2.576875,1.63197946,37.80141194,"Compras no site",137.43333333,21,0.01875,3,2.54200825,"Valor de conversão da compra no site",1048.07,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Teste - ADS 2","Evelyn Regly BM - LM",http://lm1.denavita.com.br/,Vídeo,inactive,ad,1.57242888,10779,0.12886168,,129.93,66,58,1.96863636,1.13183041,12.05399388,"Compras no site",129.93,15,0.01515152,1,0.81005157,"Valor de conversão da compra no site",105.25,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Criativo 2 - Edição Curta","Influ Isa Nogueira - LM TESTE TRAVA DE CPA",http://denavita.com.br/pages/laranja-moro,Vídeo,archived,ad,1.31803118,10738,0.19547402,,265.83,140,102,1.89878571,1.5831626,24.75600671,"Compras no site",88.61,13,0.02142857,3,2.3900237,"Valor de conversão da compra no site",635.34,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - ORG","Conj - Vm",https://www.denavita.com.br/pages/vinagre-maca-gomas?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Imagem,inactive,ad,1.77585346,10664,0,,287.11,78,54,3.68089744,0.98462116,26.92329332,"Compras no site",287.11,6,0.01282051,1,0.60130264,"Valor de conversão da compra no site",172.64,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Influ Vitoria - Lm",http://www.denavita.com.br/pages/laranja-moro,Vídeo,inactive,ad,1.30607477,10621,0.1521514,,147.08,118,47,1.24644068,1.19574428,13.84803691,"Compras no site",73.54,8,0.01694915,2,2.10878434,"Valor de conversão da compra no site",310.16,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD1 — Cópia","LP 1 - TOPO TONS",https://tons1.denavita.com.br/,Imagem,archived,ad,1.31482412,10466,0,,219.73,91,81,2.41461538,1.14656985,20.99464934,"Compras no site",73.24333333,13,0.03296703,3,3.01465435,"Valor de conversão da compra no site",662.41,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - LARISSA MES CLIENTE","[AQUISIÇÃO]  [ADV. +]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Larissa+Lemos+-+Performance&utm_content=laranja+moro,Vídeo,active,ad,1.39415567,10353,0.21114653,,313.99021855,131,91,2.3968719,1.59374094,30.32842833,"Compras no site",78.49755464,22,0.03053435,4,2.1232827,"Valor de conversão da compra no site",666.69,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","Influ Mi Ruback - Lm",http://www.denavita.com.br/pages/laranja-moro,Vídeo,archived,ad,1.35508205,10239,0.28342612,,324.09,134,107,2.41858209,1.64078523,31.65250513,"Compras no site",108.03,12,0.02238806,3,1.41719893,"Valor de conversão da compra no site",459.3,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Adeli - Lm",http://www.denavita.com.br/pages/laranja-moro,Vídeo,inactive,ad,1.30122013,10238,0.11467083,,162.32,49,22,3.31265306,0.64465716,15.85465911,"Compras no site",162.32,4,0.02040816,1,1.87364465,"Valor de conversão da compra no site",304.13,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - LEMOS MOFU","[EXCLUSÃO BASE] [ADV. +]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Larissa+Lemos+-+Performance&utm_content=laranja+moro,Vídeo,inactive,ad,1.24751259,10156,0.21002363,,168.68,58,34,2.90827586,0.83694368,16.60890114,"Compras no site",168.68,9,0.01724138,1,0.88036519,"Valor de conversão da compra no site",148.5,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 2 - Duda","Influ Duda - Lm",https://lm1.denavita.com.br/,Vídeo,archived,ad,1.97367387,10046,0.05853076,,132.16,33,24,4.00484848,0.60720685,13.15548477,"Compras no site",66.08,6,0.06060606,2,2.62053571,"Valor de conversão da compra no site",346.33,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - LUCIANA MOFU — Cópia","[RMKT PB FECHADO]",https://track.denavita.com.br/0ksqdzlnmv/,Vídeo,inactive,ad,1.23234821,9966,0.16827213,,350.11,170,11,2.05947059,1.86634557,35.13044351,"Compras no site",175.055,5,0.01176471,2,1.00948273,"Valor de conversão da compra no site",353.43,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RAIZA MOFU — Cópia","Conj - Vm",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,inactive,ad,1.48363252,9835,0.1931876,,565.81,252,215,2.24527778,3.08083376,57.53024911,"Compras no site",113.162,40,0.01984127,5,1.71189975,"Valor de conversão da compra no site",968.61,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD5,"[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",http://www.denavita.com.br/pages/laranja-moro,Vídeo,inactive,ad,1.35803497,9786,0.11209892,,113.19,47,20,2.40829787,0.54159003,11.56652361,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ate 14-05 — Cópia","[TOFU] [TIK + ORG ] [ABERTO]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,inactive,ad,1.20878713,9767,0.42070237,,412.39,255,172,1.61721569,3.23538446,42.22279103,"Compras no site",68.73166667,21,0.02352941,6,1.89905187,"Valor de conversão da compra no site",783.15,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",ADS,"[COENZIMA] [RMKT]",https://www.denavita.com.br/products/coenzima-q10-omega-3-e-selenio-30-caps?_pos=1&_sid=bd2b08944&_ss=r,Imagem,inactive,ad,1.36558989,9723,0,,237.54699704,86,71,2.76217438,1.03877404,24.43145089,"Compras no site",237.54699704,8,0.01162791,1,0.77971939,"Valor de conversão da compra no site",185.22,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD4 — Cópia","[PUBLICO ENG.] [DR]",https://denavita.com.br/pages/tons-clareador-de-pele,Imagem,inactive,ad,1.43857036,9660,0,,214.97,84,61,2.55916667,1.16977226,22.25362319,"Compras no site",107.485,15,0.02380952,2,1.35293297,"Valor de conversão da compra no site",290.84,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ate 14-05 — Cópia","[TOFU] [TIK + ORG ] [ABERTO]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,active,ad,1.22468031,9577,0.28244753,,155.79,139,84,1.12079137,2.08833664,16.26709826,"Compras no site",51.93,17,0.02158273,3,3.9225881,"Valor de conversão da compra no site",611.1,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RMK EVELYN",EVELIN,https://www.denavita.com.br/pages/lm1?utm_source=Influenciador&utm_campaign=Evelyn+Regly+-+performance&utm_content=Laranja+Moro&_pos=1&_sid=464449d27&_ss=r,Imagem,active,ad,1.278113,9320,0,,211.0417806,81,75,2.60545408,1.07296137,22.64396788,"Compras no site",52.76044515,18,0.04938272,4,3.50636731,"Valor de conversão da compra no site",739.99,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons_dr-ursinho-melasma3-13-10-2025,"[PUBLICO ENG.] [DR]",https://www.denavita.com.br/pages/tons-clareador-de-pele,Vídeo,inactive,ad,1.13968411,9236,0.18676916,,301.73057453,125,97,2.4138446,1.85145084,32.66896649,"Compras no site",100.57685818,23,0.024,3,1.13303069,"Valor de conversão da compra no site",341.87,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - 4","[EXCLUSÃO BASE] [ADV. +]",https://www.denavita.com.br/pages/laranja-moro,Vídeo,inactive,ad,1.20143885,9185,0.35939031,,379.00437603,159,128,2.38367532,2.11213936,41.26340512,"Compras no site",54.14348229,19,0.04402516,7,2.74775191,"Valor de conversão da compra no site",1041.41,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","ADS 1 — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",http://lm1.denavita.com.br/,Vídeo,not_delivering,ad,1.16604788,9108,0.30884936,,405.61,166,103,2.44343373,2.03118138,44.53337725,"Compras no site",135.20333333,8,0.01807229,3,1.86489485,"Valor de conversão da compra no site",756.42,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ad - 2","Conj - Melato",https://www.denavita.com.br/products/melatonina-e-triptofano-2x1-30-caps,Vídeo,not_delivering,ad,1.5002474,9096,0.24747142,,198.23,44,35,4.50522727,0.59366755,21.79309587,"Compras no site",99.115,4,0.04545455,2,2.07874691,"Valor de conversão da compra no site",412.07,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - BOFU 2","Conj. - Tipo 2",https://www.denavita.com.br/pages/col-geno-tipo-ii,Imagem,not_delivering,ad,1.59725883,9090,0,,78.45827388,32,25,2.45182106,0.4290429,8.63127325,"Compras no site",26.15275796,5,0.09375,3,6.80922449,"Valor de conversão da compra no site",534.24,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"[BOFU] [ADV+ ABERTO] [ESTATICO]",https://lm1.denavita.com.br/,Vídeo,inactive,ad,1.37401998,8938,0.08715596,,85.71,70,34,1.22442857,0.8391139,9.5893936,"Compras no site",85.71,2,0.01428571,1,2.55769455,"Valor de conversão da compra no site",219.22,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://www.denavita.com.br/products/laranja-moro-cafe-verde-e-cromo-30-caps?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Imagem,inactive,ad,1.28065356,8857,0.00372587,,252.883805,72,56,3.51227507,0.92582138,28.55185785,"Compras no site",50.576761,10,0.06944444,5,3.53514137,"Valor de conversão da compra no site",893.98,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD1 - 07/12","Influ Ana Elisa 2",http://denavita.com.br/pages/laranja-moro,Vídeo,archived,ad,1.65140187,8835,0.22093945,,268.5,84,66,3.19642857,1.36955291,30.39049236,"Compras no site",53.7,15,0.05952381,5,2.95396648,"Valor de conversão da compra no site",793.14,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons_dr-ursinho_video-reels_10-07-2025_mais-qual-usar,"LP NOVA",https://tons1.denavita.com.br/,Vídeo,inactive,ad,1.36661417,8678,0.22412998,,375.98,365,224,1.03008219,4.2982254,43.32565107,"Compras no site",53.71142857,34,0.01917808,7,4.12761317,"Valor de conversão da compra no site",1551.9,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - RAIZA 4","[AQUISIÇÃO]  [ADV. +]",https://www.denavita.com.br/pages/lm1,Vídeo,inactive,ad,1.2708082,8428,0.1937589,,195.45,59,47,3.31271186,1.03227337,23.19055529,"Compras no site",65.15,13,0.05084746,3,3.11813763,"Valor de conversão da compra no site",609.44,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","Rmkt Dani - 1","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://www.denavita.com.br/pages/laranja-moro?utm_source=Influenciador&utm_campaign=Ana+Elisa+Fitfoodmenu+-+performance&utm_content=Laranja+Moro,Imagem,not_delivering,ad,1.39071631,8329,0,,411.71022692,71,57,5.79873559,1.14059311,49.43093132,"Compras no site",82.34204538,30,0.07042254,5,2.36088379,"Valor de conversão da compra no site",972,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Paula Bigode - Vm",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,archived,ad,1.24165414,8257,0.26862056,,449.83,189,159,2.38005291,2.78551532,54.4786242,"Compras no site",64.26142857,31,0.03703704,7,2.84656426,"Valor de conversão da compra no site",1280.47,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - DANI TOFU — Cópia","teste aquisição ate dia 15  - Lm",https://lm1.denavita.com.br/,Vídeo,inactive,ad,1.21198983,8107,0.08239793,,147.23,61,45,2.41360656,0.99913655,18.16084865,"Compras no site",73.615,8,0.03278689,2,2.20145351,"Valor de conversão da compra no site",324.12,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Influ Rachel - Kit",https://www.denavita.com.br/products/kit-vida-fit,Vídeo,not_delivering,ad,1.30260357,7955,0.31640478,,305.62,124,88,2.46467742,1.88560654,38.41860465,"Compras no site",152.81,11,0.01612903,2,1.49708789,"Valor de conversão da compra no site",457.54,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","tons_dr-ursinho_video-reels_10-07-2025_esse-foi-produto-que-a-mamae — Cópia","LP 1 - TOPO TONS",https://tons.denavita.com.br/,Vídeo,archived,ad,1.08030489,7937,0.28486834,,212.32,81,70,2.62123457,1.25992188,26.75066146,"Compras no site",212.32,3,0.01234568,1,1.01648455,"Valor de conversão da compra no site",215.82,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 2","Evelyn Regly BM - LM",http://denavita.com.br/pages/laranja-moro,Vídeo,not_delivering,ad,1.086053,7787,0.13728008,,87.72784873,54,38,1.62458979,1.11724669,11.26593665,"Compras no site",43.86392437,11,0.03703704,2,3.90263759,"Valor de conversão da compra no site",342.37,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","ADS - MES CONSUMIDOR — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",https://lm1.denavita.com.br/,Imagem,not_delivering,ad,1.33926105,7757,0,,286.79,65,54,4.41215385,0.96686863,36.97176744,"Compras no site",143.395,14,0.03076923,2,1.17699362,"Valor de conversão da compra no site",337.55,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - NIVER 2",--,https://www.denavita.com.br/pages/vinagre-maca-gomas?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Imagem,archived,ad,2.18101983,7699,0.00077932,,500.13,198,160,2.52590909,2.75360436,64.96038447,"Compras no site",45.46636364,18,0.05555556,11,6.11624978,"Valor de conversão da compra no site",3058.92,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD4,"[BOFU] [ADV+ ABERTO] [ESTATICO]",https://track.denavita.com.br/0ksqdzlnmv/,Vídeo,inactive,ad,1.65721091,7653,0.11355024,,70.99027153,115,63,0.61730671,1.39814452,9.27613636,"Compras no site",35.49513577,3,0.0173913,2,6.79304346,"Valor de conversão da compra no site",482.24,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Criativo Versão 2 - Sabrina 29/12 — Cópia","teste aquisição ate dia 15  - Lm",https://www.denavita.com.br/pages/lm1?utm_source=Influenciador&utm_campaign=Meta+performance&utm_content=meta+performance,Vídeo,inactive,ad,1.21206349,7636,0.19434259,,125.49,75,38,1.6732,1.61079099,16.43399686,"Compras no site",125.49,2,0.01333333,1,0.85401227,"Valor de conversão da compra no site",107.17,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - MES CONSUMIDOR 2","[AQUISIÇÃO]  [ADV. +]",https://lm1.denavita.com.br/,Imagem,inactive,ad,1.20091976,7573,0.00198072,,197.64,41,35,4.8204878,0.8054932,26.09797966,"Compras no site",197.64,9,0.02439024,1,0.80105242,"Valor de conversão da compra no site",158.32,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons_dr-ursinho_video-reels_10-07-2025_esse-foi-produto-que-a-mamae,"LP NOVA",https://tons1.denavita.com.br/,Vídeo,inactive,ad,1.17031857,7531,0.22971717,,240.26,174,123,1.3808046,2.61585447,31.90280175,"Compras no site",240.26,10,0.00574713,1,0.99808541,"Valor de conversão da compra no site",239.8,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","teste publico novo - bid",https://lm1.denavita.com.br/,Vídeo,not_delivering,ad,1.25996237,7367,0.10777793,,144.55,53,43,2.72735849,0.92303516,19.6212841,"Compras no site",48.18333333,12,0.05660377,3,3.72590799,"Valor de conversão da compra no site",538.58,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 4","teste publico novo - bid",https://www.denavita.com.br/pages/lm1?utm_source=Influenciador&utm_campaign=Luciana+Hildebrand-+Performance&utm_content=Laranja+Moro&_pos=1&_sid=a3128af8f&_ss=r,Vídeo,not_delivering,ad,1.23820109,7241,0.21585416,,287.57562037,172,119,1.67195128,2.78966994,39.71490407,"Compras no site",57.51512407,17,0.02906977,5,2.89409095,"Valor de conversão da compra no site",832.27,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Vitoria - Vm",https://www.denavita.com.br/pages/vinagre-maca-gomas,Vídeo,not_delivering,ad,1.24852277,7184,0.16453229,,238.7,98,64,2.43571429,1.36414254,33.2266147,"Compras no site",119.35,4,0.02040816,2,1.39794721,"Valor de conversão da compra no site",333.69,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - LARI 3","Influ Lari - Jejoom",https://jejoom1.denavita.com.br/,Vídeo,not_delivering,ad,1.28159365,7109,0.20326347,,259.88,57,45,4.55929825,1.0550007,36.5564777,"Compras no site",259.88,4,0.01754386,1,0.92273357,"Valor de conversão da compra no site",239.8,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3- SABRINA","Influ Sabrina - Tons",https://denavita.com.br/pages/tons-clareador-de-pele,Vídeo,not_delivering,ad,1.32727954,7089,0.18451121,,254.5,71,53,3.58450704,1.67865707,35.90069121,"Compras no site",63.625,10,0.05633803,4,4.57284872,"Valor de conversão da compra no site",1163.79,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",ADS7,"Influ Morgana - Jejoom",https://jejoom.denavita.com.br/,Vídeo,inactive,ad,1.2853251,7077,0.21379115,,264.31,103,97,2.5661165,1.99236965,37.34774622,"Compras no site",264.31,10,0.00970874,1,0.59899361,"Valor de conversão da compra no site",158.32,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 2","Influ Nutri- Lm",https://lm1.denavita.com.br/,Vídeo,not_delivering,ad,1.31462141,7049,0.26599518,,83.64,149,82,0.56134228,2.44006242,11.86551284,"Compras no site",41.82,3,0.01342282,2,4.7422286,"Valor de conversão da compra no site",396.64,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Lari - Jejoom",http://www.denavita.com.br/pages/jejoom-denavita,Vídeo,not_delivering,ad,1.34136005,6963,0.25865288,,222.08,115,74,1.93113043,2.59945426,31.89429843,"Compras no site",74.02666667,27,0.02608696,3,2.75054035,"Valor de conversão da compra no site",610.84,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD2 — Cópia","[TOFU] [TIK + ORG ] [ABERTO]",http://www.denavita.com.br/pages/laranja-moro,Imagem,inactive,ad,1.18545892,6897,0,,136.44,45,30,3.032,0.81194722,19.78251414,"Compras no site",136.44,3,0.02222222,1,0.78620639,"Valor de conversão da compra no site",107.27,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3 — Cópia","teste aquisição ate dia 15  - Lm",https://lm1.denavita.com.br/,Vídeo,inactive,ad,1.39038422,6767,0.36397222,,51.39,79,56,0.65050633,4.19683759,7.59420718,"Compras no site",51.39,6,0.01265823,1,3.64098074,"Valor de conversão da compra no site",187.11,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD2- LARI 13-02-2025","[CAMPANHA AQUISIÇÃO]",https://jejoom1.denavita.com.br/,Vídeo,inactive,ad,1.57313576,6582,0.23837739,,138.36,69,4,2.00521739,1.5952598,21.02096627,"Compras no site",138.36,7,0.01449275,1,1.22159584,"Valor de conversão da compra no site",169.02,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD7,"Arte - Organica Tons ###",https://denavita.com.br/pages/tons-clareador-de-pele,Imagem,inactive,ad,1.33993115,6228,0,,104.65,52,39,2.0125,1.02761721,16.80314708,"Compras no site",52.325,7,0.03846154,2,2.98824654,"Valor de conversão da compra no site",312.72,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - RAIZA 5","[AQUISIÇÃO]  [ADV. +]",https://www.denavita.com.br/pages/lm1,Vídeo,inactive,ad,1.29236848,6215,0.26564763,,150.28,61,43,2.46360656,1.22284795,24.18020917,"Compras no site",150.28,4,0.01639344,1,1.54391802,"Valor de conversão da compra no site",232.02,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -  EVELYN","[TESTE PB FECHADO]",http://lm1.denavita.com.br/,Vídeo,active,ad,1.20442203,6210,0.10016103,,137.8533545,57,7,2.4184799,1.20772947,22.19860781,"Compras no site",45.95111817,3,0.05263158,3,5.06480239,"Valor de conversão da compra no site",698.2,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD1 - VERAO — Cópia","LP NOVA",https://tons1.denavita.com.br/,Imagem,inactive,ad,1.48057901,6137,0,,148.47,44,32,3.37431818,0.87990875,24.19260225,"Compras no site",148.47,8,0.02272727,1,1.99979794,"Valor de conversão da compra no site",296.91,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - LUCIANA MOFU","teste aquisição ate dia 15  - Lm",https://www.denavita.com.br/pages/lm1?utm_source=Influenciador&utm_campaign=Luciana+Moraes+-+performance&utm_content=laranja+moro,Vídeo,inactive,ad,1.65062534,6071,0.09915994,,92.91422356,64,49,1.45178474,1.35068358,15.3045995,"Compras no site",92.91422356,5,0.015625,1,3.61925211,"Valor de conversão da compra no site",336.28,2026-01-01,2026-05-25
