"Nome da campanha","Nome do anúncio","Nome do conjunto de anúncios","Segmentos de público","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [LM - TESTE] [ABO]","AD - JADE TOFU 19-05 BM JADE + DENA — Cópia — Cópia","[BM JADE]",prospecting,inactive,ad,1.37475392,23045,0.1013235,,163.91939514,98,64,1.67264689,,7.11301346,,,5,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","ADS - LARISSA 07/01","[PUBLICO LARISSA]",engaged,archived,ad,2.13742229,23035,0.17308444,,625.85206918,401,332,1.56072835,,27.16961446,"Compras no site",78.23150865,99,0.01995012,8,2.62323971,"Valor de conversão da compra no site",1641.76,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD 1 DAI","[DAI - DUDA - ANA]",prospecting,active,ad,1.22645956,22898,0.13018604,,171.38582945,85,48,2.01630388,,7.48475105,"Compras no site",171.38582945,1,0.01176471,1,1.10639252,"Valor de conversão da compra no site",189.62,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 6 — Cópia","teste aquisição ate dia 15  - Lm",engaged,inactive,ad,1.64026142,22839,0.19725032,,412.33492927,223,180,1.84903556,,18.0539835,"Compras no site",41.23349293,23,0.04484305,10,3.67034149,"Valor de conversão da compra no site",1513.41,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - LARISSA — Cópia","Influ Larissa L 3",prospecting,archived,ad,1.43015354,22728,0.33790919,,557.02319945,267,198,2.08622921,,24.50823651,"Compras no site",69.62789993,35,0.02996255,8,2.53488544,"Valor de conversão da compra no site",1411.99,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - JADE TOFU","[BM JADE]",engaged,inactive,ad,1.78822233,22714,0.26578322,,395.24,270,195,1.46385185,,17.40072202,"Compras no site",98.81,18,0.01481481,4,2.14274871,"Valor de conversão da compra no site",846.9,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Influ Vitoria - Lm",prospecting,inactive,ad,1.55993951,22694,0.09350489,,199.79299523,70,40,2.85418565,,8.80378052,"Compras no site",99.89649761,8,0.02857143,2,2.62551747,"Valor de conversão da compra no site",524.56,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RMK NIVER 2","[BM] [ANA ELISA]",engaged,inactive,ad,2.30348259,22687,0.15731476,,286.05008639,170,79,1.68264757,,12.60854615,"Compras no site",31.78334293,32,0.05294118,9,6.41999457,"Valor de conversão da compra no site",1836.44,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - BOFU 2 — Cópia","[HIBRIDO] [ESTATICO ORG.] [BID 60]",prospecting,inactive,ad,1.22219227,22668,4.412E-5,,129.58,60,32,2.15966667,,5.71642845,"Compras no site",129.58,5,0.01666667,1,0.526856,"Valor de conversão da compra no site",68.27,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - TOFU","[AQUISIÇÃO]  [ADV. +]",prospecting,inactive,ad,1.39582178,22650,0.20450331,,550.76,165,131,3.33793939,,24.31611479,"Compras no site",91.79333333,19,0.03636364,6,1.84303508,"Valor de conversão da compra no site",1015.07,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","ADS 3 - 18-02","[PUBLICO ENG.] [DR]",existing,archived,ad,2.70557283,22624,0,,649.02573762,200,144,3.24512869,,28.6874884,"Compras no site",72.11397085,33,0.045,9,2.88752802,"Valor de conversão da compra no site",1874.08,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons2_rmkt_20-10-2025-pagdenavita,rmkt_tons_estáticos_visitantes-engajado-compradores_max-conv_cpa35_02-09-2025_7,existing,not_delivering,ad,3.15870787,22490,0,,802.52949559,260,205,3.08665191,,35.68383707,"Compras no site",34.89258676,93,0.08846154,23,7.06555962,"Valor de conversão da compra no site",5670.32,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","Rmkt Dani - 1","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,not_delivering,ad,2.69151486,22458,0,,1168.59286664,184,143,6.35104819,,52.03459198,"Compras no site",77.90619111,59,0.08152174,15,2.28803382,"Valor de conversão da compra no site",2673.78,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",ADS4,"Influ Sabrina - Vm [Teste até 13-03]",prospecting,archived,ad,1.42962488,22295,0.27965912,,916.0753044,352,299,2.60248666,,41.0888228,"Compras no site",83.27957313,44,0.03125,11,2.13416953,"Valor de conversão da compra no site",1955.06,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - ISA MOFU","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,inactive,ad,1.28429561,22244,0.46385542,,910.93258996,355,311,2.5660073,,40.95183375,"Compras no site",56.93328687,34,0.04507042,16,3.82380655,"Valor de conversão da compra no site",3483.23,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ANA ELISA REFAÇÃO 17-05","[BM] [ANA ELISA]",prospecting,inactive,ad,1.33425381,22226,0.08436066,,190.19138119,72,58,2.64154696,,8.55715744,"Compras no site",190.19138119,5,0.01388889,1,0.76175902,"Valor de conversão da compra no site",144.88,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - EVELYN TOFU","Evelyn Regly BM - LM",engaged,inactive,ad,1.25731127,22184,0.35886224,,567.97699136,392,323,1.4489209,,25.60300177,"Compras no site",51.63427194,40,0.02806122,11,4.65258283,"Valor de conversão da compra no site",2642.56,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - TOFU","[PUBLICO ENG.] [DR]",existing,inactive,ad,1.9865942,21932,0.31976108,,992.79356025,549,376,1.80836714,,45.26689587,"Compras no site",58.39962119,56,0.03096539,17,3.453578,"Valor de conversão da compra no site",3428.69,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons2_rmkt_20-10-2025-pagdenavita,rmkt_tons_estáticos_visitantes-engajado-compradores_max-conv_cpa35_02-09-2025_7,engaged,not_delivering,ad,2.87832149,21881,0,,526.4162286,219,178,2.40372707,,24.05814307,"Compras no site",52.64162286,68,0.0456621,10,4.9660893,"Valor de conversão da compra no site",2614.23,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - BOFU — Cópia","[HIBRIDO] [ESTATICO ORG.] [BID 60]",engaged,inactive,ad,1.86918152,21604,0.08540085,,249.58615093,74,45,3.37278582,,11.55277499,"Compras no site",83.19538364,14,0.04054054,3,2.30637797,"Valor de conversão da compra no site",575.64,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - PROMO — Cópia","Conj - Vm",engaged,inactive,ad,2.30367051,21590,0.20231589,,675.51535987,511,370,1.32194787,,31.2883446,"Compras no site",51.96271999,53,0.02544031,13,4.49847654,"Valor de conversão da compra no site",3038.79,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - TOFU","[PUBLICO ENG.] [DR]",existing,inactive,ad,1.3299505,21492,0.36501954,,656.06768743,500,396,1.31213537,,30.52613472,"Compras no site",65.60676874,41,0.02,10,2.80500021,"Valor de conversão da compra no site",1840.27,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - EVELYN NIVER — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",prospecting,not_delivering,ad,1.16905241,21479,0.29014386,,562.92675067,172,148,3.27282995,,26.20823831,"Compras no site",62.54741674,37,0.05232558,9,2.53556968,"Valor de conversão da compra no site",1427.34,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - NURR 2","Conj - Vm",existing,inactive,ad,1.99072442,21462,0.32187121,,1438.92447271,420,327,3.42601065,,67.04521819,"Compras no site",89.93277954,44,0.03809524,16,3.11301259,"Valor de conversão da compra no site",4479.39,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ANA ELISA","[BM] [ANA ELISA]",existing,not_delivering,ad,1.71902815,21438,0.15495848,,335.31620408,236,143,1.42083137,,15.64120739,"Compras no site",67.06324082,12,0.02118644,5,3.48775271,"Valor de conversão da compra no site",1169.5,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3","Influ Raiza 3 - LM TESTE TRAVA DE CPA",prospecting,archived,ad,1.87365568,21429,0.14807037,,475.0346567,123,91,3.86207038,,22.16784062,"Compras no site",118.75866418,31,0.03252033,4,1.15806287,"Valor de conversão da compra no site",550.12,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD -TOFU PRI","[AQUISIÇÃO]  [ADV. +]",existing,inactive,ad,1.89124668,21390,0.1740533,,477.11655616,304,199,1.56946236,,22.30558935,"Compras no site",39.75971301,30,0.03947368,12,5.5368022,"Valor de conversão da compra no site",2641.7,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ANA ELISA — Cópia","[TESTE PB FECHADO ANA ELISA]",prospecting,active,ad,1.47708578,21369,0.18737423,,476.9223382,189,141,2.52339861,,22.31842099,"Compras no site",119.23058455,23,0.02116402,4,1.67503163,"Valor de conversão da compra no site",798.86,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD2 - VERAO",rmkt_tons_estáticos_visitantes-engajado-compradores_max-conv_cpa35_02-09-2025_7,existing,inactive,ad,2.50645843,21345,0,,589.1164044,208,138,2.83229041,,27.59973785,"Compras no site",53.55603676,56,0.05288462,11,4.96076833,"Valor de conversão da compra no site",2922.47,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ISA 2","[AQUISIÇÃO]  [ADV. +]",existing,inactive,ad,1.47137629,21307,0.31581171,,816.89276933,283,229,2.88654689,,38.33917348,"Compras no site",68.07439744,25,0.04240283,12,2.96244512,"Valor de conversão da compra no site",2420,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT DANI — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,active,ad,1.90541387,21293,0.0201005,,954.19961764,311,252,3.06816597,,44.81283134,"Compras no site",53.01108987,51,0.05787781,18,5.04822043,"Valor de conversão da compra no site",4817.01,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",AD10,"[PUBLICO ENG.] [DR]",existing,inactive,ad,2.07027818,21210,0.28297973,,1011.62535362,792,597,1.27730474,,47.6956791,"Compras no site",36.12947692,87,0.03535354,28,6.19844093,"Valor de conversão da compra no site",6270.5,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Influ Mi Ruback - Vm",existing,archived,ad,2.06721376,21160,0.28771267,,1192.46698414,502,377,2.37543224,,56.35477241,"Compras no site",56.7841421,85,0.04183267,21,3.80653725,"Valor de conversão da compra no site",4539.17,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Influ Adeli - Lm",prospecting,not_delivering,ad,1.44150246,21069,0.10095401,,220.56,83,53,2.6573494,,10.46846077,"Compras no site",110.28,6,0.02409639,2,2.04533914,"Valor de conversão da compra no site",451.12,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - EVELYN NIVER 2 — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,not_delivering,ad,1.48483994,21058,0.26821161,,620.57754876,282,188,2.20062961,,29.46991874,"Compras no site",88.65393554,33,0.0248227,7,1.7287928,"Valor de conversão da compra no site",1072.85,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 2","Evelyn Regly - LM",engaged,not_delivering,ad,2.32276943,21035,0.08390777,,348.81,224,124,1.5571875,,16.58236273,"Compras no site",87.2025,18,0.01785714,4,2.58590637,"Valor de conversão da compra no site",901.99,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons2_rmkt_01-09-2025,rmkt_tons_estáticos_visitantes-engajado-compradores_max-conv_cpa35_02-09-2025_7,existing,not_delivering,ad,2.31275448,21016,0,,803.32779553,312,230,2.57476858,,38.22458106,"Compras no site",47.25457621,74,0.05448718,17,4.86446507,"Valor de conversão da compra no site",3907.76,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - TOFU — Cópia","teste aquisição ate dia 15  - Lm",prospecting,not_delivering,ad,1.28975634,21014,0.1355287,,246.25964969,107,91,2.30149205,,11.71883743,"Compras no site",41.04327495,17,0.05607477,6,4.47584491,"Valor de conversão da compra no site",1102.22,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Arte - Organica Tons ###",engaged,inactive,ad,2.32767798,20991,4.764E-5,,406.74038598,191,137,2.12953082,,19.37689419,"Compras no site",67.79006433,35,0.03141361,6,4.33522232,"Valor de conversão da compra no site",1763.31,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - TOFU","[TOFU] [TIK + ORG ] [ABERTO]",prospecting,inactive,ad,1.32827866,20935,0.11258658,,276.9,119,96,2.32689076,,13.22665393,"Compras no site",138.45,13,0.01680672,2,1.21935717,"Valor de conversão da compra no site",337.64,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 5","Evelyn Regly BM - LM",existing,not_delivering,ad,1.85330725,20846,0.1393073,,627.64248385,215,166,2.91926737,,30.10853324,"Compras no site",104.60708064,31,0.02790698,6,2.36214093,"Valor de conversão da compra no site",1482.58,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - REFAÇAO","[PUBLICO ENG.] [DR]",existing,active,ad,1.58287991,20655,0.42154442,,1057.95100242,429,326,2.46608625,,51.2200921,"Compras no site",58.77505569,60,0.04195804,18,3.38523239,"Valor de conversão da compra no site",3581.41,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - ORG 2 TOFU/MOFU","[VINAGRE] [RMKT]",prospecting,inactive,ad,1.32837359,20623,0,,588.97505432,266,228,2.21419193,,28.55913564,"Compras no site",84.13929347,24,0.02631579,7,2.29831466,"Valor de conversão da compra no site",1353.65,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Arte - Organica Tons ###",existing,inactive,ad,2.46956626,20611,4.852E-5,,499.97818214,187,125,2.67368012,,24.25783233,"Compras no site",41.66484851,30,0.06417112,12,5.83061442,"Valor de conversão da compra no site",2915.18,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - ISA MOFU — Cópia — Cópia","[EXCLUSÃO BASE] [ADV. +]",prospecting,inactive,ad,1.25795226,20604,0.28203262,,316.32453067,169,149,1.87174279,,15.35257866,"Compras no site",105.44151022,6,0.01775148,3,2.16717306,"Valor de conversão da compra no site",685.53,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","tons_dr-ursinho-bruna2-06-11-2025 — Cópia","[PUBLICO ENG.] [DR]",engaged,inactive,ad,1.19336311,20570,0.48157511,,803.94476619,490,375,1.6407036,,39.08336248,"Compras no site",160.78895324,47,0.01020408,5,0.91517481,"Valor de conversão da compra no site",735.75,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ate 14-05","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",existing,not_delivering,ad,2.2660267,20537,0.21619516,,327.51181452,242,156,1.35335461,,15.94740296,"Compras no site",81.87795363,10,0.01652893,4,2.22242364,"Valor de conversão da compra no site",727.87,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ANA ELISA — Cópia","[TESTE PB FECHADO ANA ELISA]",existing,active,ad,1.74579153,20534,0.18286744,,706.33144594,267,206,2.64543613,,34.39814191,"Compras no site",58.86095383,56,0.04494382,12,4.08175229,"Valor de conversão da compra no site",2883.07,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - JADE TOFU","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,inactive,ad,1.34469647,20512,0.38011895,,796.74329772,354,270,2.25068728,,38.84278948,"Compras no site",88.52703308,33,0.02542373,9,2.07100581,"Valor de conversão da compra no site",1650.06,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","ADS 1 — Cópia","[VINAGRE] [RMKT]",engaged,inactive,ad,2.11050407,20474,0.22887565,,1235.84291443,885,713,1.39643267,,60.36157636,"Compras no site",53.73230063,69,0.0259887,23,3.33853919,"Valor de conversão da compra no site",4125.91,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD1 - ORGANICO","[CAMPANHA AQUISIÇÃO]",prospecting,inactive,ad,1.3476915,20462,0,,324.29592941,146,113,2.221205,,15.84869169,"Compras no site",46.32798992,25,0.04794521,7,5.52634134,"Valor de conversão da compra no site",1792.17,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Teste - ADS 2","Evelyn Regly BM - LM",existing,not_delivering,ad,2.64922757,20407,0.07766943,,353.19554932,137,97,2.5780697,,17.30756845,"Compras no site",35.31955493,22,0.0729927,10,5.35915587,"Valor de conversão da compra no site",1892.83,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3 - NOVO VM — Cópia","Evelyn Regly BM - LM",existing,not_delivering,ad,1.72800543,20368,0.29310683,,509.69963667,213,148,2.39295604,,25.02453047,"Compras no site",56.63329296,31,0.04225352,9,3.74805054,"Valor de conversão da compra no site",1910.38,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",AD1,"ESTUDOS CLINICOS",prospecting,archived,ad,1.44271129,20348,0.18738942,,492.28,178,150,2.76561798,,24.19304109,"Compras no site",82.04666667,31,0.03370787,6,2.32644024,"Valor de conversão da compra no site",1145.26,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","ADSS - ORGANICO","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",prospecting,inactive,ad,1.48776736,20311,0,,494.07310381,131,102,3.77155041,,24.32539529,"Compras no site",82.3455173,20,0.04580153,6,1.6106321,"Valor de conversão da compra no site",795.77,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - ANA MOFU","[BM] [ANA ELISA]",engaged,inactive,ad,2.07041535,20288,0.12115536,,227.30967406,136,66,1.67139466,,11.20414403,"Compras no site",113.65483703,7,0.01470588,2,1.93036219,"Valor de conversão da compra no site",438.79,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ISA 2","[AQUISIÇÃO]  [ADV. +]",engaged,inactive,ad,1.40892297,20211,0.3291277,,717.23243147,344,282,2.084978,,35.48723128,"Compras no site",71.72324315,28,0.02906977,10,2.26183302,"Valor de conversão da compra no site",1622.26,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"[HIBRIDO] [ESTATICO ORG.] [BID 60]",engaged,inactive,ad,1.96706411,20127,0.0856064,,135.72394503,80,53,1.69654931,,6.74337681,"Compras no site",135.72394503,4,0.0125,1,1.12633036,"Valor de conversão da compra no site",152.87,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - DANI TOFU","[EXCLUSÃO BASE] [ADV. +]",prospecting,active,ad,1.17212255,20123,0.17636535,,169.96579358,113,69,1.50412207,,8.44634466,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ate 14-05 — Cópia","[TOFU] [TIK + ORG ] [ABERTO]",existing,inactive,ad,1.57819608,20122,0.40935295,,402.08496828,880,589,0.45691474,,19.98235604,"Compras no site",57.44070975,24,0.00795455,7,3.08618849,"Valor de conversão da compra no site",1240.91,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","ADS - LARI 6","[CAMPANHA AQUISIÇÃO]",engaged,inactive,ad,2.63996849,20106,0.13980901,,466.30229146,323,247,1.44366035,,23.19219593,"Compras no site",77.71704858,30,0.01857585,6,2.9169061,"Valor de conversão da compra no site",1360.16,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","tons_dr-ursinho-melasma1-13-10-2025 — Cópia","[PUBLICO ENG.] [DR]",prospecting,active,ad,1.20809283,20093,0.45926442,,684.72658705,383,332,1.78779788,,34.07786727,"Compras no site",342.36329352,41,0.00522193,2,0.7597485,"Valor de conversão da compra no site",520.22,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - NIVER","Conj. - Q10",engaged,not_delivering,ad,2.83692264,20023,0,,309.42794438,229,162,1.35121373,,15.45362555,"Compras no site",309.42794438,12,0.00436681,1,0.80965538,"Valor de conversão da compra no site",250.53,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - PROMO BOFU","[VINAGRE] [RMKT]",existing,inactive,ad,2.45314442,19738,0.20812646,,1142.64592761,828,642,1.38000716,,57.89066408,"Compras no site",45.7058371,92,0.03019324,25,6.24076963,"Valor de conversão da compra no site",7130.99,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - PRI TOFU","[BM] [MARCELA/PRI]",existing,not_delivering,ad,4.27534662,19735,0.11943248,,330.37494688,179,128,1.84567009,,16.74055976,"Compras no site",55.06249115,13,0.03351955,6,3.78978495,"Valor de conversão da compra no site",1252.05,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ate 14-05 — Cópia","[TOFU] [TIK]",prospecting,active,ad,1.25615198,19704,0.3273447,,465.19680806,326,217,1.42698407,,23.60925741,"Compras no site",232.59840403,12,0.00613497,2,0.39940085,"Valor de conversão da compra no site",185.8,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ORGANICO LM 2","[AQUISIÇÃO]  [ADV. +]",engaged,inactive,ad,1.60165533,19545,0,,531.54,161,109,3.30149068,,27.19570223,"Compras no site",177.18,17,0.01863354,3,1.11504308,"Valor de conversão da compra no site",592.69,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",AD6,"[VINAGRE] [RMKT]",existing,inactive,ad,2.64186616,19423,0,,688.70610905,207,152,3.32708265,,35.45827674,"Compras no site",62.60964628,39,0.0531401,11,3.23451465,"Valor de conversão da compra no site",2227.63,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD6,"Arte - Organica Tons ###",engaged,inactive,ad,1.63831048,19355,0,,294.07890372,190,141,1.5477837,,15.19395008,"Compras no site",98.02630124,14,0.01578947,3,1.89245129,"Valor de conversão da compra no site",556.53,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",AD2,"TESTE RACHEL ATE 21-03",existing,archived,ad,1.73680905,19355,0.12374064,,500.52044544,180,91,2.78066914,,25.86000751,"Compras no site",62.56505568,18,0.04444444,8,2.94079895,"Valor de conversão da compra no site",1471.93,2026-01-01,2026-05-25
