"Nome da campanha","Nome do anúncio","Nome do conjunto de anúncios","Segmentos de público","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - ISA MOFU","[EXCLUSÃO BASE] [ADV. +]",engaged,inactive,ad,1.3573201,3282,0.19744059,,84.77664078,51,39,1.66228707,,25.83078634,"Compras no site",42.38832039,4,0.03921569,2,2.91790283,"Valor de conversão da compra no site",247.37,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ate 14-05 — Cópia","[TOFU] [TIK + ORG ] [ABERTO]",existing,active,ad,1.26399074,3275,0.30748092,,64.29990329,62,38,1.03709521,,19.63355826,"Compras no site",32.14995165,8,0.03225806,2,6.9155625,"Valor de conversão da compra no site",444.67,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -  EVELYN","[TESTE PB FECHADO]",engaged,active,ad,1.1648784,3257,0.24808106,,105.67,39,18,2.70948718,,32.44396684,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - MORGANA TOFU",[RMK],prospecting,inactive,ad,1.27815093,3235,0.2488408,,42.16,37,27,1.13945946,,13.0324575,"Compras no site",42.16,1,0.02702703,1,3.59606262,"Valor de conversão da compra no site",151.61,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","tons_dr-ursinho_video-reels_18-08-2026 — Cópia","LP NOVA",engaged,inactive,ad,1.06065574,3235,0.37310665,,161.98,144,129,1.12486111,,50.07109737,"Compras no site",40.495,11,0.02777778,4,7.01531053,"Valor de conversão da compra no site",1136.34,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - DANI — Cópia","teste aquisição ate dia 15  - Lm",prospecting,not_delivering,ad,1.21941088,3229,0.11303809,,45.37,24,14,1.89041667,,14.05078972,"Compras no site",22.685,5,0.08333333,2,8.58805378,"Valor de conversão da compra no site",389.64,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","tons2_rmkt_20-10-2025-pagdenavita — Cópia","LP NOVA",prospecting,inactive,ad,1.42812915,3229,0,,84.16,29,22,2.90206897,,26.06379684,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","ADS 1 — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",engaged,not_delivering,ad,1.20997375,3227,0.329718,,148.90898629,62,41,2.40175784,,46.14471221,"Compras no site",148.90898629,1,0.01612903,1,0.63844367,"Valor de conversão da compra no site",95.07,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - SUSANA","Conj. - Tipo 2",engaged,not_delivering,ad,1.72522764,3221,0.17913691,,31.84,56,31,0.56857143,,9.88512884,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD 2 DUDA","[DAI - DUDA - ANA]",engaged,active,ad,1.43559928,3210,0.13489097,,88.44673674,68,55,1.30068731,,27.55350054,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 2 - INGRID VM","Influ Ingrid - Lm",engaged,inactive,ad,1.72180451,3206,0.24984404,,48.5877443,162,98,0.29992435,,15.15525399,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - LUCIANA MOFU 2","[BM JADE]",prospecting,inactive,ad,1.26074951,3196,0.2252816,,57.71,24,19,2.40458333,,18.05694618,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS. VIDEO INFLU — Cópia","teste aquisição ate dia 15  - Lm",existing,inactive,ad,1.34740397,3192,0.3320802,,85.52964186,55,39,1.5550844,,26.79500058,"Compras no site",85.52964186,2,0.01818182,1,3.05999177,"Valor de conversão da compra no site",261.72,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - BOFU 1 — Cópia — Cópia — Cópia","[RMKT PB FECHADO]",prospecting,active,ad,1.17298491,3187,0.00188265,,35.53811146,10,7,3.55381115,,11.15096061,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - tofu  teste ate 09-05 — Cópia","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",engaged,inactive,ad,1.22732536,3180,0.30125786,,39.02,21,12,1.85809524,,12.27044025,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - TAINA","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",engaged,inactive,ad,1.30696333,3172,0.20428752,,108.48118363,33,21,3.28730859,,34.19961653,"Compras no site",108.48118363,4,0.03030303,1,3.06891932,"Valor de conversão da compra no site",332.92,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","Criativo Versão 2 - Sabrina 29/12 — Cópia","teste aquisição ate dia 15  - Lm",engaged,inactive,ad,1.17481481,3172,0.20870113,,55.31,35,12,1.58028571,,17.4369483,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - LARISSA — Cópia","Influ Larissa L 3",existing,archived,ad,1.36739974,3171,0.31567329,,96.28228154,53,30,1.81664682,,30.36338112,"Compras no site",96.28228154,3,0.01886792,1,1.94220574,"Valor de conversão da compra no site",187,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - MOFU MARCELA 17-05","[VINAGRE] [RMKT]",engaged,inactive,ad,1.39015817,3164,0.21997472,,50.13,63,50,0.79571429,,15.84386852,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - BOFU 3 — Cópia","[HIBRIDO] [ESTATICO ORG.] [BID 60]",engaged,inactive,ad,1.28430971,3135,0,,43.66893509,30,19,1.45563117,,13.92948488,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 8","[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05",prospecting,not_delivering,ad,1.22352481,3131,0.159374,,33.39,26,20,1.28423077,,10.6643245,,,5,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",ADS7,"Influ Morgana - Jejoom",existing,inactive,ad,1.33404528,3123,0.19276337,,123.9,48,46,2.58125,,39.67339097,,,7,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",tons_dr-ursinho-melasma2-13-10-2025,"LP NOVA",prospecting,inactive,ad,1.2928749,3121,0.2973406,,193.78,49,45,3.95469388,,62.08907401,"Compras no site",193.78,5,0.02040816,1,1.23748581,"Valor de conversão da compra no site",239.8,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - JADE TOFU — Cópia — Cópia","[AQUISIÇÃO]  [ADV. +]",engaged,inactive,ad,1.16374487,3120,0.31570513,,88.92122784,26,25,3.42004722,,28.50039354,"Compras no site",88.92122784,2,0.03846154,1,1.23345125,"Valor de conversão da compra no site",109.68,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ANA ELISA 2","LP - 2",engaged,archived,ad,1.55034895,3110,0.10385852,,60.5078116,29,17,2.08647626,,19.45588797,"Compras no site",15.1269529,5,0.13793103,4,10.26925257,"Valor de conversão da compra no site",621.37,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3 — Cópia","teste aquisição ate dia 15  - Lm",engaged,inactive,ad,1.38606742,3084,0.36089494,,25.49,37,24,0.68891892,,8.26523995,"Compras no site",25.49,3,0.02702703,1,7.3405257,"Valor de conversão da compra no site",187.11,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - 5 — Cópia","[TOFU] [TIK]",existing,active,ad,1.40063665,3080,0.39902597,,85.75495209,219,124,0.39157512,,27.84251691,"Compras no site",85.75495209,1,0.00456621,1,4.7554105,"Valor de conversão da compra no site",407.8,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 3 - SABRINA","Influ Sabrina 2 - Lm",prospecting,archived,ad,1.20567376,3060,0.20424837,,64.36,19,14,3.38736842,,21.03267974,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD1 - Flexivel","Influ Lari - Jejoom",prospecting,not_delivering,ad,1.26155116,3058,0.23446697,,75.04,47,44,1.59659574,,24.53891432,"Compras no site",75.04,6,0.0212766,1,2.39632196,"Valor de conversão da compra no site",179.82,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","ADS - LARISSA","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,not_delivering,ad,1.18199457,3046,0.24294156,,140.67,36,18,3.9075,,46.18187787,"Compras no site",70.335,7,0.05555556,2,2.13819578,"Valor de conversão da compra no site",300.78,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","ADS 3 - NOVO VM — Cópia","[VINAGRE] [RMKT]",engaged,inactive,ad,1.56811146,3039,0.24251398,,45.19,33,20,1.36939394,,14.87002303,"Compras no site",45.19,2,0.03030303,1,8.06904182,"Valor de conversão da compra no site",364.64,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ANA ELISA 2","LP - ATUAL",engaged,archived,ad,1.44768275,3030,0.10660066,,60.08,33,22,1.82060606,,19.82838284,"Compras no site",60.08,6,0.03030303,1,4.21471372,"Valor de conversão da compra no site",253.22,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD1 - LARI","[CAMPANHA AQUISIÇÃO]",prospecting,inactive,ad,1.32164768,3016,0.19728117,,66.22,31,30,2.13612903,,21.95623342,,,4,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Adeli - Lm e Vm",prospecting,not_delivering,ad,1.20594139,3004,0.19241012,,110.86,33,23,3.35939394,,36.90412783,,,5,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU ANA ELISA REFAÇÃO 17-05 — Cópia","[AQUISIÇÃO]  [ADV. +]",engaged,inactive,ad,1.28357571,3001,0.18393869,,105.23774371,38,31,2.76941431,,35.06755872,"Compras no site",105.23774371,11,0.02631579,1,2.48694043,"Valor de conversão da compra no site",261.72,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - RAIZA 5","[AQUISIÇÃO]  [ADV. +]",prospecting,inactive,ad,1.22081114,2980,0.23959732,,76.19,6,6,12.69833333,,25.56711409,"Compras no site",76.19,,0.16666667,1,3.04528153,"Valor de conversão da compra no site",232.02,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","ADS - MES CONSUMIDOR — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",engaged,not_delivering,ad,1.4808553,2978,0,,117.05,41,35,2.85487805,,39.30490262,,,10,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - RMKT 4","[COENZIMA] [RMKT]",engaged,not_delivering,ad,1.6819209,2977,0.00067182,,48.27,60,42,0.8045,,16.21430971,"Compras no site",48.27,3,0.01666667,1,7.04205511,"Valor de conversão da compra no site",339.92,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - BOFU RMKT1 17-05","[TRIO MAG] [RMKT]",existing,not_delivering,ad,1.50278199,2971,0.00100976,,92.83,43,33,2.15883721,,31.24537193,,,7,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - LEVE 3 PAGUE 2 — Cópia","[RMKT PB FECHADO]",existing,active,ad,1.24464061,2961,0,,49.10191669,23,11,2.13486594,,16.58288304,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Lari - Jejoom",prospecting,not_delivering,ad,1.2548853,2954,0.28368314,,94.37,51,34,1.85039216,,31.9465132,,,8,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"[BOFU] [ADV+ ABERTO] [ESTATICO]",engaged,inactive,ad,1.68282944,2950,0.09932203,,31.20827892,38,19,0.8212705,,10.5790776,,,7,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - MOFU","[VINAGRE] [RMKT]",engaged,active,ad,1.53485952,2950,0.20949153,,38.55091858,60,44,0.64251531,,13.06810799,"Compras no site",19.27545929,5,0.03333333,2,15.4323171,"Valor de conversão da compra no site",594.93,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD1 - VERAO — Cópia","LP NOVA",prospecting,inactive,ad,1.42850218,2947,0,,63.65285099,22,20,2.89331141,,21.59920291,,,5,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","tons_dr-ursinho-melasma1-13-10-2025 — Cópia — Cópia","LP NOVA",prospecting,not_delivering,ad,1.15559921,2941,0.33628018,,44.38,23,17,1.92956522,,15.09010541,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - LARI 3","Influ Lari - Jejoom",existing,not_delivering,ad,1.32537179,2941,0.19245155,,114.57881782,25,21,4.58315271,,38.95913561,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","Evelyn Regly BM - LM",engaged,inactive,ad,1.54507116,2931,0.16103719,,47.3,15,10,3.15333333,,16.13783692,"Compras no site",47.3,2,0.06666667,1,3.5564482,"Valor de conversão da compra no site",168.22,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - DANI TOFU 3","[BOFU] [ADV+ ABERTO] [ESTATICO]",existing,not_delivering,ad,1.17914654,2929,0.19836122,,46.93908051,20,6,2.34695403,,16.0256335,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - LUCIANA TOFU — Cópia","[RMKT PB FECHADO]",prospecting,inactive,ad,1.09336333,2916,0.28772291,,84.99,33,30,2.57545455,,29.14609053,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU teste ate 08-05 — Cópia — Cópia — Cópia","[AQUISIÇÃO]  [ADV. +]",engaged,inactive,ad,1.16259511,2903,0.36548398,,79.09228201,30,17,2.6364094,,27.24501619,"Compras no site",79.09228201,4,0.03333333,1,1.26156431,"Valor de conversão da compra no site",99.78,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - NIVER 6","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",existing,not_delivering,ad,1.33548983,2890,0.1799308,,163.17,45,31,3.626,,56.46020761,"Compras no site",163.17,7,0.02222222,1,1.27799228,"Valor de conversão da compra no site",208.53,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - NIVER","[CAMPANHA AQUISIÇÃO]",engaged,inactive,ad,1.78823529,2888,0,,58.82,28,22,2.10071429,,20.36703601,,,4,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RMK  EVELYN 18-05 PERFIL DENA","[TESTE PB FECHADO]",prospecting,active,ad,1.2234088,2864,0.00069832,,53.85,29,26,1.85689655,,18.8023743,"Compras no site",26.925,3,0.06896552,2,8.36750232,"Valor de conversão da compra no site",450.59,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS - SABRINA — Cópia","Conj - Vm",existing,inactive,ad,1.38834951,2860,0.30104895,,188.69,61,46,3.09327869,,65.97552448,"Compras no site",26.95571429,7,0.1147541,7,7.48985108,"Valor de conversão da compra no site",1413.26,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Lari - Jejoom",existing,not_delivering,ad,1.46283957,2854,0.22740014,,91.49,44,27,2.07931818,,32.05676244,"Compras no site",45.745,15,0.04545455,2,4.05552519,"Valor de conversão da compra no site",371.04,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -1 — Cópia","[TOFU] [TIK]",engaged,active,ad,1.45677749,2848,0.30442416,,108.67910625,174,100,0.62459256,,38.15979854,"Compras no site",54.33955312,3,0.01149425,2,1.8880354,"Valor de conversão da compra no site",205.19,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU ANA ELISA REFAÇÃO 17-05 — Cópia","[AQUISIÇÃO]  [ADV. +]",existing,inactive,ad,1.20076078,2841,0.19253784,,114.00755569,33,21,3.45477441,,40.12937546,,,7,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 2","Influ Nutri- Lm",prospecting,not_delivering,ad,1.19035639,2839,0.23987319,,26.29,16,11,1.643125,,9.26030292,"Compras no site",26.29,1,0.0625,1,6.02206162,"Valor de conversão da compra no site",158.32,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - JADE TOFU — Cópia","[AQUISIÇÃO]  [ADV. +]",prospecting,inactive,ad,1.15181115,2830,0.18268551,,68.26,30,29,2.27533333,,24.12014134,"Compras no site",68.26,3,0.03333333,1,3.11910343,"Valor de conversão da compra no site",212.91,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]","AD - MOFU MARCELA 17-05","[VINAGRE] [RMKT]",existing,inactive,ad,1.30321379,2798,0.23338099,,69.73,127,99,0.54905512,,24.92137241,"Compras no site",69.73,1,0.00787402,1,3.87078732,"Valor de conversão da compra no site",269.91,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - LUCIANA MOFU — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",engaged,inactive,ad,1.21671018,2796,0.18276109,,143.25,67,48,2.1380597,,51.23390558,"Compras no site",143.25,10,0.01492537,1,1.4513089,"Valor de conversão da compra no site",207.9,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - DANI","[AQUISIÇÃO]  [ADV. +]",existing,inactive,ad,1.45848564,2793,0.18259936,,156.61084103,38,27,4.12133792,,56.07262479,"Compras no site",156.61084103,3,0.02631579,1,1.48150663,"Valor de conversão da compra no site",232.02,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ANA ELISA 2","LP - 2",existing,archived,ad,1.74358974,2788,0.07352941,,55.35884878,19,16,2.91362362,,19.85611506,"Compras no site",55.35884878,5,0.05263158,1,2.71392927,"Valor de conversão da compra no site",150.24,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","laranja-moro_influ_marcia_video-stories_20-07-2025 — Cópia","Influ Marcia",existing,archived,ad,1.82651715,2769,0.09100758,,51.01302616,19,13,2.68489611,,18.4229058,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - DUDA","[AQUISIÇÃO]  [ADV. +]",prospecting,inactive,ad,1.24684116,2763,0.11292074,,51.83,19,14,2.72789474,,18.75859573,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - NURR","Conj - Vm",engaged,inactive,ad,1.30663507,2757,0.36452666,,166.19,55,38,3.02163636,,60.27928908,"Compras no site",55.39666667,11,0.05454545,3,5.2917143,"Valor de conversão da compra no site",879.43,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - MORGANA","[CAMPANHA AQUISIÇÃO]",existing,inactive,ad,1.29149036,2747,0.22570076,,57.83545257,36,20,1.60654035,,21.05404171,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD3 - DANI","[AQUISIÇÃO]  [ADV. +]",existing,inactive,ad,1.47567568,2730,0,,45.06,25,17,1.8024,,16.50549451,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - ANA MOFU — Cópia","teste aquisição ate dia 15  - Lm",prospecting,inactive,ad,1.28001876,2729,0.14254306,,38.43,15,11,2.562,,14.08208135,,,,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD2- LARI 13-02-2025","[CAMPANHA AQUISIÇÃO]",prospecting,inactive,ad,1.4690027,2725,0.23816514,,58.67,15,3,3.91133333,,21.53027523,"Compras no site",58.67,5,0.06666667,1,2.88085904,"Valor de conversão da compra no site",169.02,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 2- SABRINA","Influ Sabrina - Tons",prospecting,inactive,ad,1.23894209,2717,0.23003312,,88.75,30,21,2.95833333,,32.66470372,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","Influ Sabrina - Vm [Teste até 13-03]",prospecting,archived,ad,1.1096563,2712,0.23783186,,91.02,30,26,3.034,,33.5619469,"Compras no site",91.02,4,0.03333333,1,2.96780927,"Valor de conversão da compra no site",270.13,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Paula Bigode - Vm",existing,archived,ad,1.31650485,2712,0.26438053,,141.78,68,62,2.085,,52.27876106,"Compras no site",35.445,12,0.05882353,4,4.96064325,"Valor de conversão da compra no site",703.32,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - EVELYN","[AQUISIÇÃO]  [ADV. +]",prospecting,inactive,ad,1.20703473,2711,0.16931022,,68.84378847,27,19,2.54976994,,25.39424141,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","ADS - ORGANICO","[PUBLICO ENG.] [DR]",prospecting,archived,ad,1.3454455,2703,0,,66.73,17,9,3.92529412,,24.68738439,"Compras no site",66.73,6,0.05882353,1,4.6731605,"Valor de conversão da compra no site",311.84,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 1","Influ Raiza",existing,archived,ad,1.95513748,2702,0.14359734,,76.46601408,29,17,2.63675911,,28.29978315,"Compras no site",76.46601408,1,0.03448276,1,1.38322889,"Valor de conversão da compra no site",105.77,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - MOFU ANA ELISA — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",prospecting,inactive,ad,1.24491682,2694,0.28990349,,177.36,47,37,3.77361702,,65.83518931,"Compras no site",88.68,3,0.04255319,2,2.11524583,"Valor de conversão da compra no site",375.16,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ADS 2","Influ Nutri- Lm",existing,not_delivering,ad,1.36460446,2691,0.28056485,,39.59,76,41,0.52092105,,14.71200297,"Compras no site",39.59,,0.01315789,1,6.01970194,"Valor de conversão da compra no site",238.32,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD2,"Nutri - Tons [Teste até 13-03]",prospecting,inactive,ad,1.27156398,2683,0.32053671,,103.15,51,41,2.02254902,,38.44576966,"Compras no site",103.15,4,0.01960784,1,1.21396025,"Valor de conversão da compra no site",125.22,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]","AD - TOFU DRIELLY 17-05","[PUBLICO ENG.] [DR]",engaged,active,ad,1.48415787,2670,0.39363296,,86.66165902,58,46,1.49416653,,32.45755019,"Compras no site",28.88721967,3,0.05172414,3,5.95465176,"Valor de conversão da compra no site",516.04,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",ADS7,"Influ Morgana - Jejoom",prospecting,inactive,ad,1.25887364,2660,0.23345865,,103.57,35,34,2.95914286,,38.93609023,"Compras no site",103.57,3,0.02857143,1,1.52862798,"Valor de conversão da compra no site",158.32,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Influ Rachel - Kit",existing,not_delivering,ad,1.30811078,2645,0.30850662,,117.77,37,28,3.18297297,,44.52551985,"Compras no site",117.77,5,0.02702703,1,1.86142481,"Valor de conversão da compra no site",219.22,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - RMK  EVELYN 18-05 PERFIL DENA",EVELIN,prospecting,active,ad,1.15935031,2641,0,,42.50442131,21,12,2.02402006,,16.09406335,"Compras no site",42.50442131,2,0.04761905,1,3.88171383,"Valor de conversão da compra no site",164.99,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]","AD - NIVER","[CAMPANHA AQUISIÇÃO]",existing,inactive,ad,1.73031496,2637,0,,66.85547103,40,36,1.67138678,,25.35285212,"Compras no site",33.42773551,8,0.05,2,3.93281202,"Valor de conversão da compra no site",262.93,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD -  EVELYN",EVELIN,existing,active,ad,1.11626917,2621,0.17703167,,69.97278921,28,21,2.49902819,,26.69698176,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD1 - 07/12 — Cópia","Influ Larissa Lemos - Lm",existing,archived,ad,1.41743368,2618,0.18067227,,62.24,29,21,2.1462069,,23.77387319,"Compras no site",20.74666667,6,0.10344828,3,9.64893959,"Valor de conversão da compra no site",600.55,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD1,"Influ Vitoria - Vm",prospecting,not_delivering,ad,1.14423077,2618,0.13177998,,47.42,20,13,2.371,,18.11306341,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]","AD - RMKT — Cópia","[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]",engaged,inactive,ad,1.48465909,2613,0.00267891,,75.35431562,26,22,2.89824291,,28.83823789,"Compras no site",75.35431562,3,0.03846154,1,2.34518751,"Valor de conversão da compra no site",176.72,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","ad - 2","Conj - Melato",prospecting,not_delivering,ad,1.35688312,2612,0.26071975,,42.26,15,9,2.81733333,,16.17917305,"Compras no site",42.26,1,0.06666667,1,2.51467108,"Valor de conversão da compra no site",106.27,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD - MOFU ANA ELISA — Cópia — Cópia","[TESTE PB FECHADO ANA ELISA]",prospecting,active,ad,1.10419314,2607,0.20444956,,39.35831814,22,13,1.78901446,,15.09716845,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",AD3,"Influ Dani Arte - Lm",prospecting,not_delivering,ad,1.38725228,2590,0,,44.72,15,13,2.98133333,,17.26640927,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - BOFU 2","[EXCLUSÃO BASE] [ADV. +]",engaged,inactive,ad,1.20644559,2583,0.00116144,,36.64534671,12,11,3.05377889,,14.1871261,"Compras no site",36.64534671,2,0.08333333,1,16.80431638,"Valor de conversão da compra no site",615.8,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]","AD4 — Cópia","[TOFU] [TIK + ORG ] [ABERTO]",existing,inactive,ad,1.26148583,2581,0,,56.3,8,5,7.0375,,21.81325068,,,2,0,,,,,2026-01-01,2026-05-25
