"Nome do conjunto de anúncios","Nome da campanha","Nome do anúncio","Segmentos de público","Veiculação do anúncio",Alcance,Impressões,Frequência,"Tipo de resultado",Resultados,"Custo por resultado","Valor usado (BRL)",Início,Término,"CPM (custo por 1.000 impressões)","Cliques no link","CPC (custo por clique no link)","CTR (taxa de cliques no link)","Início dos relatórios","Encerramento dos relatórios"
"Conj. - Q10","[C] [LM - TESTE] [ABO]","ADS2- Q10",existing,not_delivering,4259,7001,1.6438131,"Compras no site",1,108.06,108.06,2026-02-20,Contínuo,15.43493787,51,2.11882353,0.72846736,2026-01-01,2026-05-25
[RMK],"[C] [JEJOOM] [CBO]","AD - LARISSA TOFU",existing,inactive,3136,6653,2.12149235,"Compras no site",1,107.38140846,107.38140846,2026-04-17,Contínuo,16.14029888,84,1.2783501,1.26258831,2026-01-01,2026-05-25
"Carrossel - Lm","[C] [LM - TESTE] [ABO]","ADS2 - 18-02 — Cópia",existing,inactive,3407,4882,1.4329322,"Compras no site",1,106.8633154,106.8633154,2026-02-20,Contínuo,21.88924937,75,1.42484421,1.53625563,2026-01-01,2026-05-25
"Conj. - Q10","[C] [LM - TESTE] [ABO]","ADS2- DANI",prospecting,not_delivering,5193,7107,1.36857308,,,,106.59,2026-02-20,Contínuo,14.9978894,30,3.553,0.42211904,2026-01-01,2026-05-25
"Conj - Vm","[C] [LM - TESTE] [ABO]","AD - RAIZA MOFU — Cópia",engaged,inactive,1402,2163,1.54279601,"Compras no site",1,106.43059485,106.43059485,2026-01-30,Contínuo,49.20508315,48,2.21730406,2.21914008,2026-01-01,2026-05-25
"[TOFU] [TIK]","[C] [LM - TESTE] [ABO]","AD -1 — Cópia",engaged,active,1903,2763,1.45191802,"Compras no site",2,53.16590773,106.33181546,2026-05-23,Contínuo,38.48418945,172,0.61820823,6.22511763,2026-01-01,2026-05-25
"[TOFU][PERFIL NOVO]  TESTE","[C] [LM - PRINCIPAL] - [PLANO B] 2 TESTE",AD1,existing,archived,5675,10896,1.92,"Compras no site",2,53.055,106.11,2026-03-16,Contínuo,9.73843612,51,2.08058824,0.46806167,2026-01-01,2026-05-25
"[TOFU][PERFIL NOVO]  TESTE","[C] [LM - PRINCIPAL] - [PLANO B] 2 TESTE",AD1,engaged,archived,5835,10512,1.80154242,"Compras no site",1,106.02,106.02,2026-03-16,Contínuo,10.08561644,37,2.86540541,0.35197869,2026-01-01,2026-05-25
"Influ Vitoria - Vm","[C] [LM - TESTE] [ABO]",AD2,existing,not_delivering,1693,2252,1.33018311,"Compras no site",2,52.87721522,105.75443043,2026-03-12,Contínuo,46.96022666,39,2.71165206,1.73179396,2026-01-01,2026-05-25
"[TESTE PB FECHADO]","[C] [LM - TESTE] [ABO]","AD -  EVELYN",engaged,active,2796,3253,1.16344778,,,,105.6,2026-05-22,Contínuo,32.46234245,39,2.70769231,1.19889333,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - SABRINA TOPO",engaged,inactive,2535,3631,1.43234714,"Compras no site",1,105.5,105.5,2026-01-23,Contínuo,29.05535665,46,2.29347826,1.26686863,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU ANA ELISA REFAÇÃO 17-05 — Cópia",engaged,inactive,2338,3001,1.28357571,"Compras no site",1,105.23774371,105.23774371,2026-01-23,Contínuo,35.06755872,38,2.76941431,1.26624459,2026-01-01,2026-05-25
"Conj. - Tipo 2","[C] [LM - TESTE] [ABO]","AD - BOFU 2",engaged,not_delivering,5437,12132,2.2313776,"Compras no site",1,104.97769044,104.97769044,2026-02-27,Contínuo,8.65295833,126,0.83315627,1.03857567,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - TAINA",existing,inactive,2104,2572,1.22243346,"Compras no site",1,104.86081039,104.86081039,2025-10-13,Contínuo,40.77014401,47,2.23108107,1.8273717,2026-01-01,2026-05-25
"[RMKT PB FECHADO]","[C] [LM - RMKT] [ADV. ABO]","AD - MOFU ANA ELISA — Cópia — Cópia",existing,not_delivering,2827,3518,1.24442872,,,,104.76,2026-05-23,Contínuo,29.77828312,51,2.05411765,1.44968732,2026-01-01,2026-05-25
"TONS TESTE","[C] [TONS] [PB DR]","AD- NIVER 6",engaged,not_delivering,1056,1968,1.86363636,,,,104.47746598,2026-04-06,Contínuo,53.08814328,46,2.27124926,2.33739837,2026-01-01,2026-05-25
"[Publico Quente] [TESTE]","[C] [DIGESTINO] [PRINCIPAL]","Teste - ADS - LIS",existing,inactive,1333,1999,1.49962491,,,,104.19,2025-12-24,Contínuo,52.12106053,93,1.12032258,4.65232616,2026-01-01,2026-05-25
"[BM JADE]","[C] [LM - TESTE] [ABO]","AD - JADE TOFU 19-05 BM JADE + DENA — Cópia — Cópia",existing,inactive,6003,9370,1.56088622,,,,104.06326756,2026-04-17,Contínuo,11.10600508,146,0.71276211,1.55816435,2026-01-01,2026-05-25
"TONS TESTE","[C] [TONS] [PB DR]","AD- NIVER 6",prospecting,not_delivering,3058,4811,1.57325049,"Compras no site",1,103.7674832,103.7674832,2026-04-06,Contínuo,21.56879717,37,2.80452657,0.76907088,2026-01-01,2026-05-25
"Influ Ana Elisa 2","[C] [LM - TESTE] [ABO]","AD1 - 07/12",engaged,archived,2196,4044,1.84153005,"Compras no site",1,103.68242827,103.68242827,2026-01-07,Contínuo,25.63858266,47,2.20600911,1.16221563,2026-01-01,2026-05-25
"Conj. - Q10","[C] [LM - TESTE] [ABO]","ADS2- SABRINA",engaged,inactive,3216,6869,2.13588308,"Compras no site",4,25.91954165,103.67816661,2026-02-20,Contínuo,15.09363322,142,0.73012793,2.0672587,2026-01-01,2026-05-25
"Influ Morgana - Jejoom","[C] [LM - TESTE] [ABO]",ADS7,prospecting,inactive,2113,2660,1.25887364,"Compras no site",1,103.57,103.57,2026-03-02,Contínuo,38.93609023,35,2.95914286,1.31578947,2026-01-01,2026-05-25
"[CAMPANHA AQUISIÇÃO]","[C] [JEJOOM] [CBO]","ARTE 1 LARISSA — Cópia",engaged,inactive,2491,5287,2.12244079,"Compras no site",2,51.75,103.5,2025-10-13,Contínuo,19.57631927,81,1.27777778,1.53205977,2026-01-01,2026-05-25
"Nutri - Tons [Teste até 13-03]","[C] [LM - TESTE] [ABO]",AD2,prospecting,inactive,2110,2683,1.27156398,"Compras no site",1,103.15,103.15,2026-03-09,Contínuo,38.44576966,51,2.02254902,1.90085725,2026-01-01,2026-05-25
"[DIGESTINO] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","AD1 - 07/01 — Cópia",existing,not_delivering,4010,5721,1.42668329,"Compras no site",4,25.7405062,102.96202479,2026-05-10,Contínuo,17.99720762,38,2.70952697,0.66421954,2026-01-01,2026-05-25
"Influ Sabrina - Vm [Teste até 13-03]","[C] [LM - TESTE] [ABO]",ADS3,prospecting,archived,2338,2547,1.08939264,,,,102.94,2026-02-05,Contínuo,40.41617589,57,1.80596491,2.23792697,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","AD2 — Cópia",existing,inactive,2823,4431,1.5696068,"Compras no site",2,51.4473383,102.89467661,2025-06-20,Contínuo,23.22154742,26,3.95748756,0.58677499,2026-01-01,2026-05-25
"Influ Leka - LM TESTE TRAVA DE CPA","[C] [LM - TESTE] [ABO]","ADS 5",existing,archived,3376,5556,1.6457346,"Compras no site",3,34.20666667,102.62,2026-01-14,Contínuo,18.47012239,75,1.36826667,1.34989201,2026-01-01,2026-05-25
[RMK],"[C] [JEJOOM] [CBO]","AD - RMKT PERFIL JEJOOM",prospecting,inactive,7686,11975,1.55802758,,,,102.55352852,2026-04-17,Contínuo,8.56396898,40,2.56383821,0.33402923,2026-01-01,2026-05-25
"Influ Evelyn BM -VM","[C] [LM - TESTE] [ABO]","AD - EVELYN",existing,not_delivering,4017,6895,1.71645507,"Compras no site",3,34.16666667,102.5,2026-02-04,Contínuo,14.86584482,142,0.72183099,2.05946338,2026-01-01,2026-05-25
"LP NOVA","[C] [TONS] [PB DR]",tons_dr-ursinho_video-reels_10-07-2025_mais-qual-usar,engaged,inactive,1507,2240,1.48639681,"Compras no site",1,102.24,102.24,2026-02-09,Contínuo,45.64285714,122,0.83803279,5.44642857,2026-01-01,2026-05-25
"Influ Leka - LM TESTE TRAVA DE CPA","[C] [LM - TESTE] [ABO]","ADS 5",engaged,archived,4315,6577,1.52421784,,,,102.09,2026-01-14,Contínuo,15.52227459,63,1.62047619,0.95788353,2026-01-01,2026-05-25
"Influ Mi Ruback - Lm","[C] [LM - TESTE] [ABO]",AD1,prospecting,not_delivering,1661,1854,1.11619506,,,,101.71,2026-03-21,Contínuo,54.85976268,16,6.356875,0.86299892,2026-01-01,2026-05-25
"Influ Ingrid - Lm","[C] [LM - TESTE] [ABO]","ADS 2 - INGRID VM",existing,inactive,3607,7008,1.94288883,"Compras no site",1,101.41529177,101.41529177,2026-02-25,Contínuo,14.47136013,219,0.46308352,3.125,2026-01-01,2026-05-25
"[EXCLUSÃO BASE] [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - ANA MOFU",engaged,inactive,3439,5097,1.48211689,"Compras no site",1,101.1803914,101.1803914,2026-03-17,Contínuo,19.85096947,32,3.16188723,0.62782029,2026-01-01,2026-05-25
"LP NOVA","[C] [TONS] [PB DR]","AD1 — Cópia — Cópia",prospecting,inactive,5739,7300,1.27199861,"Compras no site",1,100.66,100.66,2026-02-09,Contínuo,13.7890411,36,2.79611111,0.49315068,2026-01-01,2026-05-25
"[BM JADE]","[C] [LM - TESTE] [ABO]","AD - BOFU — Cópia — Cópia — Cópia",existing,inactive,4655,5825,1.25134264,,,,100.4,2026-04-17,Contínuo,17.2360515,18,5.57777778,0.30901288,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD2 — DANI",engaged,inactive,2504,3631,1.45007987,"Compras no site",1,100.28,100.28,2026-01-23,Contínuo,27.61773616,38,2.63894737,1.04654365,2026-01-01,2026-05-25
"Influ Raiza - Lm","[C] [LM - TESTE] [ABO]",AD1,existing,not_delivering,2155,4502,2.08909513,,,,100.07559362,2026-03-21,Contínuo,22.22914119,17,5.88679962,0.37760995,2026-01-01,2026-05-25
"teste aquisição ate dia 15  - Lm","[C] [LM - TESTE] [ABO]","AD - DANI TOFU — Cópia",prospecting,inactive,4597,5740,1.24864042,"Compras no site",1,99.83,99.83,2026-02-04,Contínuo,17.39198606,36,2.77305556,0.6271777,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - MOFU ISA NOGUEIRA  REFAÇÃO 17-05",existing,inactive,2079,2439,1.17316017,"Compras no site",1,99.78,99.78,2025-10-13,Contínuo,40.9102091,67,1.48925373,2.74702747,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","AD - MOFU",existing,active,4752,7202,1.51557239,"Compras no site",2,49.75952149,99.51904299,2026-01-20,Contínuo,13.8182509,71,1.40167666,0.98583727,2026-01-01,2026-05-25
"[Publico Quente] [TESTE]","[C] [DIGESTINO] [PRINCIPAL]","Teste - ADS - LIS",prospecting,inactive,1760,2264,1.28636364,,,,99.32,2025-12-24,Contínuo,43.86925795,26,3.82,1.14840989,2026-01-01,2026-05-25
adv-aqui-rmtk_coezima-q10_engajado-existente_5-existentes_max-conv_26-05-2025,"[C] [COQ.10][PRINCIPAL]","ADS1 - ORGANICO",existing,inactive,1601,2456,1.53404122,"Compras no site",2,49.415,98.83,2025-01-20,Contínuo,40.24022801,40,2.47075,1.6286645,2026-01-01,2026-05-25
"TONS TESTE","[C] [TONS] [PB DR]","AD - TOFU 2",engaged,not_delivering,1440,1870,1.29861111,"Compras no site",1,98.50286958,98.50286958,2026-04-06,Contínuo,52.67533133,28,3.51795963,1.4973262,2026-01-01,2026-05-25
"LP NOVA","[C] [TONS] [PB DR]",tons_dr-ursinho-melasma2-13-10-2025,engaged,inactive,1166,1669,1.43138937,"Compras no site",1,98.25,98.25,2026-02-09,Contínuo,58.86758538,93,1.05645161,5.57219892,2026-01-01,2026-05-25
"LP NOVA","[C] [TONS] [PB DR]","AD1 — Cópia — Cópia",existing,inactive,2761,3931,1.42375951,,,,98.24,2026-02-09,Contínuo,24.99109641,40,2.456,1.01755279,2026-01-01,2026-05-25
ABER.,"[C] [TONS] [PB ABERTO] [TESTE BID CAP]","ADS 2 - 18-02 | Pausado ROAS baixo",existing,archived,5739,9339,1.62728698,"Compras no site",5,19.56796992,97.83984959,2026-03-16,Contínuo,10.47648031,41,2.38633779,0.43901917,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","ADS 3 - NOVO VM — Cópia",existing,inactive,3340,5588,1.67305389,"Compras no site",1,97.82,97.82,2026-01-20,Contínuo,17.50536865,70,1.39742857,1.25268432,2026-01-01,2026-05-25
"[BM JADE]","[C] [LM - TESTE] [ABO]","AD - ISA MOFU",engaged,not_delivering,4136,5299,1.28118956,"Compras no site",1,97.70092974,97.70092974,2026-04-17,Contínuo,18.43761648,57,1.7140514,1.07567466,2026-01-01,2026-05-25
"Evelyn Regly BM - LM","[C] [LM - TESTE] [ABO]","Teste - ADS 2",prospecting,inactive,5592,8475,1.51555794,"Compras no site",1,97.45,97.45,2026-02-04,Contínuo,11.49852507,50,1.949,0.5899705,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","ADS - RAIZA VM",engaged,inactive,1189,1486,1.24978974,,,,97.32,2025-10-13,Contínuo,65.49125168,29,3.35586207,1.95154778,2026-01-01,2026-05-25
"[TRIO MAG] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","AD - BOFU RMKT4 17-05",existing,not_delivering,2401,3550,1.4785506,,,,97.3,2026-05-17,Contínuo,27.4084507,58,1.67758621,1.63380282,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - EVELYN TOFU — Cópia",engaged,active,3826,4883,1.27626764,,,,97.29366703,2025-10-13,Contínuo,19.92497789,97,1.0030275,1.98648372,2026-01-01,2026-05-25
"Influ Marcela Jacaré - Vm","[C] [LM - TESTE] [ABO]",AD2,prospecting,archived,1941,2209,1.13807316,"Compras no site",1,97.13,97.13,2026-01-28,Contínuo,43.97012223,32,3.0353125,1.44861928,2026-01-01,2026-05-25
"[TOFU] [TIK TOK] [EXCLUSAÕ BASE] [BID 60] - TESTE ATÉ 20-05","[C] [LM - TESTE] [ABO]","AD - MOFU teste ate 08-05",existing,inactive,4332,6549,1.51177285,"Compras no site",1,96.81887923,96.81887923,2026-03-12,Contínuo,14.78376534,77,1.25738804,1.17575202,2026-01-01,2026-05-25
"[HIBRIDO] [ESTATICO ORG.] [BID 60]","[C] [LM - TESTE] [ABO]","AD - NIVER 2",engaged,inactive,4837,8249,1.70539591,"Compras no site",5,19.332,96.66,2026-03-20,Contínuo,11.71778397,101,0.9570297,1.22439084,2026-01-01,2026-05-25
"[CAMPANHA AQUISIÇÃO]","[C] [JEJOOM] [CBO]","AD - MORGANA TOFU",existing,inactive,2678,3675,1.37229276,,,,96.43061685,2025-10-13,Contínuo,26.23962363,35,2.75516048,0.95238095,2026-01-01,2026-05-25
"[EXCLUSÃO BASE] [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - LEVE 3 PAGUE 2 — Cópia",existing,inactive,4039,7226,1.7890567,"Compras no site",2,48.18862023,96.37724045,2026-03-17,Contínuo,13.33756441,41,2.3506644,0.56739552,2026-01-01,2026-05-25
"Influ Larissa L 3","[C] [LM - TESTE] [ABO]","ADS - LARISSA — Cópia",existing,archived,2319,3171,1.36739974,"Compras no site",1,96.28228154,96.28228154,2026-01-09,Contínuo,30.36338112,53,1.81664682,1.67139704,2026-01-01,2026-05-25
"Influ Evelyn BM -VM","[C] [LM - TESTE] [ABO]","ADS 3",existing,inactive,4451,8618,1.93619411,"Compras no site",2,48.08922449,96.17844898,2026-02-04,Contínuo,11.16018206,80,1.20223061,0.92828963,2026-01-01,2026-05-25
ABER.,"[C] [TONS] [PB ABERTO] [TESTE BID CAP]","ADS - ASIATICA | Pausado ROAS baixo",existing,archived,3279,4489,1.36901494,"Compras no site",1,96.11965992,96.11965992,2026-03-16,Contínuo,21.41226552,77,1.24830727,1.71530408,2026-01-01,2026-05-25
"[TESTE PB FECHADO JADE]","[C] [LM - TESTE] [ABO]","AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia",existing,active,3990,5825,1.45989975,"Compras no site",2,47.87507862,95.75015724,2026-05-23,Contínuo,16.43779523,55,1.74091195,0.94420601,2026-01-01,2026-05-25
adv-aqui-rmkt_laranja-moro_engajado-existente_5-existente_max-conv_26-05-2025,"[C][LM - PRINCIPAL] [ADV. EXCLUSÃO DE CLIENTES]",Criativo-Campeão-5-estatico-fundo,engaged,inactive,3050,4084,1.33901639,"Compras no site",1,95.62,95.62,2024-09-17,Contínuo,23.41332027,30,3.18733333,0.73457395,2026-01-01,2026-05-25
"[BOFU] [ADV+ ABERTO] [ESTATICO]","[C] [LM - TESTE] [ABO]","AD - DANI TOFU 2",existing,not_delivering,5759,7090,1.23111651,"Compras no site",1,95.49372234,95.49372234,2026-02-25,Contínuo,13.46879017,72,1.3263017,1.01551481,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [TONS] [PB ABERTO] [TESTE BID CAP]","tons 1 - 25-11 | Reativado ROAS bom hoje",engaged,archived,3702,5364,1.44894652,"Compras no site",1,95.32541142,95.32541142,2026-03-16,Contínuo,17.7713295,104,0.91659049,1.9388516,2026-01-01,2026-05-25
"Influ Sabrina 2 - Lm","[C] [LM - TESTE] [ABO]","ADS 2 - SABRINA",prospecting,archived,3391,3953,1.16573282,,,,95.2,2026-02-05,Contínuo,24.08297496,24,3.96666667,0.60713382,2026-01-01,2026-05-25
"Evelyn Regly BM - LM","[C] [LM - TESTE] [ABO]","AD - BOFU — Cópia — Cópia — Cópia",engaged,not_delivering,2689,3729,1.38676088,"Compras no site",1,95.18552668,95.18552668,2026-02-04,Contínuo,25.52575132,33,2.8844099,0.88495575,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - MOFU teste ate 08-05",engaged,inactive,3482,3988,1.14531878,"Compras no site",1,95.05442556,95.05442556,2026-01-23,Contínuo,23.83511173,62,1.5331359,1.55466399,2026-01-01,2026-05-25
"Influ Vitoria - Lm","[C] [LM - TESTE] [ABO]",AD2,engaged,inactive,4315,9469,2.19443801,"Compras no site",1,94.72616132,94.72616132,2026-03-12,Contínuo,10.00381892,79,1.19906533,0.8343014,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","AD - DR URSINHO 18-05",existing,inactive,1769,1942,1.09779536,,,,94.71401717,2025-06-20,Contínuo,48.77137856,29,3.26600059,1.49330587,2026-01-01,2026-05-25
"[TOFU] [TIK + ORG ] [ABERTO]","[C] [LM - TESTE] [ABO]","AD - TOFU",engaged,inactive,4588,6604,1.43940715,"Compras no site",2,47.29,94.58,2026-02-11,Contínuo,14.32162326,44,2.14954545,0.66626287,2026-01-01,2026-05-25
"Influ Raiza","[C] [LM - TESTE] [ABO]","ADS 1",engaged,archived,2261,3988,1.76382132,"Compras no site",1,94.52743462,94.52743462,2025-10-22,Contínuo,23.70296756,40,2.36318587,1.00300903,2026-01-01,2026-05-25
"Influ Maritza 0","[C] [LM - TESTE] [ABO]","ADS 1 - MARITZA — Cópia",existing,archived,3854,6363,1.65101194,"Compras no site",1,94.49,94.49,2025-11-10,Contínuo,14.84991356,169,0.55911243,2.65597988,2026-01-01,2026-05-25
adv-engajado-laranja-mouro-sudeste-sul-centro,"[C][LM - COST CAP WINNERS] [ [CBO]","ADS - RAIZA 3 — Cópia",prospecting,inactive,4196,4634,1.10438513,"Compras no site",1,94.46,94.46,2025-08-27,Contínuo,20.38411739,60,1.57433333,1.29477773,2026-01-01,2026-05-25
"Influ Lari - Jejoom","[C] [LM - TESTE] [ABO]",AD1,prospecting,not_delivering,2354,2954,1.2548853,,,,94.37,2026-02-12,Contínuo,31.9465132,51,1.85039216,1.72647258,2026-01-01,2026-05-25
"[ADV ABER.]","[C] [LM - PRINCIPAL] - [PLANO B] 2 TESTE","AD - TOPO",prospecting,inactive,9308,12860,1.38160722,,,,94.29500106,2026-02-25,Contínuo,7.33242621,20,4.71475005,0.155521,2026-01-01,2026-05-25
"[COENZIMA] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","AD - RMKT 3",prospecting,inactive,6449,7671,1.18948674,,,,93.96747066,2026-05-10,Contínuo,12.24970286,32,2.93648346,0.41715552,2026-01-01,2026-05-25
"[HIBRIDO] [ESTATICO ORG.] [BID 60]","[C] [LM - TESTE] [ABO]","AD - TOFU",engaged,inactive,5813,9393,1.615861,"Compras no site",1,93.47,93.47,2026-03-20,Contínuo,9.95102736,42,2.22547619,0.44714149,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD -  TOFU",existing,inactive,3660,6188,1.69071038,"Compras no site",3,31.11904701,93.35714103,2025-10-13,Contínuo,15.08680366,44,2.12175321,0.71105365,2026-01-01,2026-05-25
"[BOFU] [ADV+ ABERTO] [ESTATICO]","[C] [LM - TESTE] [ABO]",AD6,engaged,inactive,4197,8528,2.03192757,"Compras no site",2,46.62908585,93.2581717,2026-02-25,Contínuo,10.9355267,321,0.2905239,3.76407129,2026-01-01,2026-05-25
"Evelyn Regly BM - LM","[C] [LM - TESTE] [ABO]","Teste - Perfil novo",engaged,not_delivering,3434,4162,1.21199767,,,,93.18,2026-02-04,Contínuo,22.38827487,79,1.17949367,1.8981259,2026-01-01,2026-05-25
"LP 1 - TOPO TONS","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","tons_dr-ursinho-melasma2-13-10-2025 — Cópia",prospecting,archived,1591,1861,1.16970459,,,,93.18,2026-02-06,Contínuo,50.06985492,17,5.48117647,0.91348737,2026-01-01,2026-05-25
"Influ Maritza 0","[C] [LM - TESTE] [ABO]","Criativo 1 29/12",engaged,archived,3329,5987,1.79843797,"Compras no site",1,93.09165047,93.09165047,2025-11-10,Contínuo,15.5489645,151,0.616501,2.52213128,2026-01-01,2026-05-25
"[TESTE PB FECHADO JADE]","[C] [LM - TESTE] [ABO]","AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia",prospecting,active,6011,7383,1.22824821,,,,93.03995985,2026-05-23,Contínuo,12.6019179,39,2.38564,0.52824055,2026-01-01,2026-05-25
"Adeli - Lm e Vm","[C] [LM - TESTE] [ABO]",AD3,existing,not_delivering,1514,2064,1.36327609,"Compras no site",2,46.48,92.96,2026-03-12,Contínuo,45.03875969,15,6.19733333,0.72674419,2026-01-01,2026-05-25
"[TRIO MAG] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","AD - BOFU RMKT1 17-05",existing,not_delivering,1977,2971,1.50278199,,,,92.83,2026-05-17,Contínuo,31.24537193,43,2.15883721,1.44732413,2026-01-01,2026-05-25
"[CAMPANHA AQUISIÇÃO]","[C] [JEJOOM] [CBO]","AD - NIVER",prospecting,inactive,2667,4241,1.59017623,"Compras no site",1,92.78,92.78,2025-10-13,Contínuo,21.87691582,39,2.37897436,0.91959444,2026-01-01,2026-05-25
"Influ Adeli - Lm","[C] [LM - TESTE] [ABO]",AD1,engaged,not_delivering,4299,7165,1.66666667,,,,92.76637645,2026-03-10,Contínuo,12.94715652,72,1.2884219,1.00488486,2026-01-01,2026-05-25
"[EXCLUSÃO BASE] [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - LEMOS MOFU",prospecting,inactive,5639,6747,1.19648874,"Compras no site",1,92.68648444,92.68648444,2026-03-17,Contínuo,13.73743655,32,2.89645264,0.47428487,2026-01-01,2026-05-25
"[EXCLUSÃO BASE] [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - ISA MOFU — Cópia — Cópia",engaged,inactive,3032,3695,1.21866755,,,,92.63546982,2026-03-17,Contínuo,25.07049251,55,1.68428127,1.48849797,2026-01-01,2026-05-25
"LP - 1","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - ANA ELISA 2",engaged,archived,2696,4171,1.54710682,,,,92.16,2026-01-19,Contínuo,22.09542076,48,1.92,1.15080316,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] - TESTE MAX. VALOR ATÉ 11-03","ADS 3 - 18-02",existing,not_delivering,1721,3505,2.03660662,"Compras no site",1,91.87,91.87,2026-03-04,Contínuo,26.21112696,38,2.41763158,1.08416548,2026-01-01,2026-05-25
"[BOFU] [ADV+ ABERTO] [ESTATICO]","[C] [LM - TESTE] [ABO]","AD - MI RUBACK MOFU",engaged,not_delivering,4714,8020,1.70131523,,,,91.50769171,2026-02-25,Contínuo,11.40993662,191,0.47909786,2.38154613,2026-01-01,2026-05-25
"Influ Lari - Jejoom","[C] [LM - TESTE] [ABO]",AD1,existing,not_delivering,1951,2854,1.46283957,"Compras no site",2,45.745,91.49,2026-02-12,Contínuo,32.05676244,44,2.07931818,1.54169587,2026-01-01,2026-05-25
"Carrossel - Lm","[C] [LM - TESTE] [ABO]","ADS1 - 18-02 — Cópia",engaged,inactive,3578,5592,1.56288429,"Compras no site",1,91.24,91.24,2026-02-20,Contínuo,16.31616595,85,1.07341176,1.52002861,2026-01-01,2026-05-25
"Influ Sabrina - Vm [Teste até 13-03]","[C] [LM - TESTE] [ABO]","ADS 1",prospecting,archived,2444,2712,1.1096563,"Compras no site",1,91.02,91.02,2026-02-05,Contínuo,33.5619469,30,3.034,1.10619469,2026-01-01,2026-05-25
"Influ Ana Elisa 2","[C] [LM - TESTE] [ABO]","AD1 - 07/12",existing,archived,1716,3632,2.11655012,"Compras no site",1,90.97213059,90.97213059,2026-01-07,Contínuo,25.04739278,37,2.45870623,1.01872247,2026-01-01,2026-05-25
"Influ Duda - Lm","[C] [LM - TESTE] [ABO]","ADS 2 - Duda",prospecting,archived,3757,7023,1.86931062,"Compras no site",1,90.94,90.94,2026-02-09,Contínuo,12.94888224,18,5.05222222,0.25630073,2026-01-01,2026-05-25
"Conj. - Tipo 2","[C] [LM - TESTE] [ABO]","AD - SUSANA",existing,not_delivering,4046,7027,1.73677706,"Compras no site",3,30.23333333,90.7,2026-02-27,Contínuo,12.90735734,101,0.8980198,1.43731322,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","AD4 — Cópia",existing,inactive,2549,3644,1.42958023,"Compras no site",1,90.12976993,90.12976993,2025-06-20,Contínuo,24.73374586,28,3.21892035,0.76838639,2026-01-01,2026-05-25
"LP - 1","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","Video-Rmkt-DaniWinits — Cópia",prospecting,archived,4645,5213,1.12228202,"Compras no site",2,44.945,89.89,2026-01-19,Contínuo,17.24342989,46,1.95413043,0.88240936,2026-01-01,2026-05-25
