"Nome do conjunto de anúncios","Nome da campanha","Nome do anúncio","Segmentos de público","Veiculação do anúncio",Alcance,Impressões,Frequência,"Tipo de resultado",Resultados,"Custo por resultado","Valor usado (BRL)",Início,Término,"CPM (custo por 1.000 impressões)","Cliques no link","CPC (custo por clique no link)","CTR (taxa de cliques no link)","Início dos relatórios","Encerramento dos relatórios"
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","ADS - ANA ELISA 2",prospecting,inactive,307261,747155,2.43166233,"Compras no site",139,74.24395286,10319.90944718,2025-12-10,Contínuo,13.81227382,4046,2.55064494,0.54152084,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [TONS] [PB DR]","tons_sabrina_video-reels_23-09-2025 — Cópia",prospecting,inactive,182458,400771,2.19651098,"Compras no site",125,81.58111435,10197.63929323,2025-12-10,Contínuo,25.44505289,4806,2.12185587,1.19918856,2026-01-01,2026-05-25
"[BOFU] [ADV+ ABERTO] [ESTATICO]","[C] [LM - TESTE] [ABO]","ADS - DANI — Cópia",prospecting,not_delivering,412077,1212293,2.94190892,"Compras no site",143,70.94028138,10144.46023779,2026-02-25,Contínuo,8.36799374,6464,1.56937813,0.53320443,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","AD - TOFU",prospecting,inactive,129179,186359,1.44264161,"Compras no site",84,120.26412011,10102.18608936,2025-06-20,Contínuo,54.20820078,4736,2.13306294,2.54133152,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - LUCIANA MOFU",existing,inactive,74320,229753,3.09140205,"Compras no site",165,60.02473934,9904.08199083,2025-10-13,Contínuo,43.10751977,3722,2.66095701,1.62000061,2026-01-01,2026-05-25
"[BOFU] [ADV+ ABERTO] [ESTATICO]","[C] [LM - TESTE] [ABO]",AD5,prospecting,not_delivering,441949,998970,2.26037393,"Compras no site",131,73.86876183,9676.80780037,2026-02-25,Contínuo,9.68678519,3676,2.63242867,0.36797902,2026-01-01,2026-05-25
"TONS TESTE","[C] [TONS] [PB DR]","AD- NIVER 2",prospecting,inactive,151543,368104,2.42903994,"Compras no site",95,101.22663423,9616.53025165,2026-04-06,Contínuo,26.12449268,4464,2.15424065,1.21270076,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - TOFU",existing,inactive,86872,272626,3.13824938,"Compras no site",167,56.59653447,9451.6212568,2026-01-23,Contínuo,34.6688183,2672,3.5372834,0.98009728,2026-01-01,2026-05-25
adv-aqui-rmtk_coezima-q10_engajado-existente_5-existentes_max-conv_26-05-2025,"[C] [COQ.10][PRINCIPAL]",coenzima-14-10-estático-dani,prospecting,not_delivering,119104,245286,2.05942706,"Compras no site",136,68.93820394,9375.59573617,2025-01-20,Contínuo,38.22311806,3030,3.09425602,1.23529268,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - JESSICA",engaged,inactive,57166,205616,3.59682329,"Compras no site",155,59.50399305,9223.11892323,2026-01-23,Contínuo,44.85603709,5178,1.78121262,2.51828651,2026-01-01,2026-05-25
"Evelyn Regly BM - LM","[C] [LM - TESTE] [ABO]","ADS 6",prospecting,not_delivering,431468,805412,1.86667841,"Compras no site",158,58.05339459,9172.43634499,2026-02-04,Contínuo,11.38850221,5157,1.77863803,0.64029342,2026-01-01,2026-05-25
"teste aquisição ate dia 15  - Lm","[C] [LM - TESTE] [ABO]","AD - ANA MOFU",prospecting,inactive,206392,608234,2.94698438,"Compras no site",129,70.89343955,9145.25370221,2026-02-04,Contínuo,15.03574891,4614,1.98206626,0.75858962,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","AD - BOFU",engaged,active,66435,304493,4.58332204,"Compras no site",173,52.78170976,9131.23578823,2025-06-20,Contínuo,29.98832744,4656,1.96117607,1.52909919,2026-01-01,2026-05-25
"[BM JADE]","[C] [LM - TESTE] [ABO]","AD - JADE TOFU — Cópia",prospecting,not_delivering,327548,482426,1.47284062,"Compras no site",127,71.61965464,9095.69613965,2026-04-17,Contínuo,18.85407532,4066,2.23701332,0.84282356,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","Criativo 1 - Brenda 29/12 — Cópia",prospecting,inactive,251540,507186,2.01632345,"Compras no site",119,76.38084148,9089.32013576,2025-12-10,Contínuo,17.92107853,4834,1.88028964,0.95310202,2026-01-01,2026-05-25
"[TOFU] [TIK + ORG ] [ABERTO]","[C] [LM - TESTE] [ABO]",AD2,prospecting,inactive,366375,691446,1.88726305,"Compras no site",126,71.48781136,9007.46423092,2026-02-11,Contínuo,13.02699593,4507,1.99854986,0.65182241,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","AD - SHOOTING BOFU",existing,active,32821,175624,5.35096432,"Compras no site",191,46.82245306,8943.08853381,2025-06-20,Contínuo,50.92179049,4359,2.05163765,2.48200701,2026-01-01,2026-05-25
"Conj - Vm","[C] [LM - TESTE] [ABO]","ADS 1",prospecting,not_delivering,214002,707112,3.3042308,"Compras no site",129,68.1367559,8789.64151101,2026-01-30,Contínuo,12.43033849,3719,2.36344219,0.52594214,2026-01-01,2026-05-25
"[EXCLUSÃO BASE] [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","AD - LUCIANA MOFU 2",prospecting,inactive,260213,446989,1.7177812,"Compras no site",137,63.48643196,8697.64117809,2026-03-17,Contínuo,19.45828908,9002,0.96618987,2.01391981,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [TONS] [PB DR]","ADS - DR 2 — Cópia",prospecting,inactive,195783,393502,2.0098885,"Compras no site",81,106.86779239,8656.29118341,2025-12-10,Contínuo,21.99808688,4889,1.77056477,1.24243333,2026-01-01,2026-05-25
"[BM] [ANA ELISA]","[C] [LM - TESTE] [ABO]","AD - ANA ELISA MOFU",prospecting,not_delivering,202218,498168,2.46351957,"Compras no site",136,63.52500498,8639.40067772,2025-10-01,Contínuo,17.3423437,4565,1.89253027,0.91635753,2026-01-01,2026-05-25
"Conj - Vm","[C] [LM - TESTE] [ABO]","ADS 2",existing,inactive,36286,182542,5.03064543,"Compras no site",118,73.08912563,8624.51682405,2026-01-30,Contínuo,47.24675321,3039,2.83794565,1.66482234,2026-01-01,2026-05-25
adv-aqui-rmtk_coezima-q10_engajado-existente_5-existentes_max-conv_26-05-2025,"[C] [COQ.10][PRINCIPAL]","AD1 ANIVERSARIO",prospecting,not_delivering,252726,460332,1.82146673,"Compras no site",91,94.33569221,8584.54799075,2025-01-20,Contínuo,18.64860142,2175,3.94691862,0.47248508,2026-01-01,2026-05-25
adv-engajado-laranja-mouro-sudeste-sul-centro,"[C][LM - COST CAP WINNERS] [ [CBO]","Estático 4 - Laranja Mouro",prospecting,not_delivering,302650,918126,3.033623,"Compras no site",118,72.61118262,8568.11954887,2025-08-27,Contínuo,9.33218267,4131,2.07410301,0.44993824,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","ADS - ESPINHA",prospecting,inactive,235540,365885,1.55338796,"Compras no site",92,92.84597123,8541.8293528,2025-06-20,Contínuo,23.34566695,7872,1.08509011,2.15149569,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","laranja-moro_mi-ruback_02-07-2025_junto-com-cafe — Cópia",existing,inactive,49799,336879,6.76477439,"Compras no site",155,54.97879134,8521.7126576,2025-10-13,Contínuo,25.29606374,6118,1.3928919,1.81608233,2026-01-01,2026-05-25
"[BM] [ANA ELISA]","[C] [LM - TESTE] [ABO]","AD - ANA MOFU",prospecting,inactive,126742,384450,3.03332755,"Compras no site",164,51.85084698,8503.53890528,2025-10-01,Contínuo,22.1187122,3090,2.75195434,0.80374561,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","ADS - LARISSA 2",prospecting,inactive,284090,427678,1.50543138,"Compras no site",96,88.0906162,8456.6991552,2025-12-10,Contínuo,19.77351923,5006,1.68931266,1.17050678,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - EVELYN",engaged,not_delivering,45590,236581,5.18931783,"Compras no site",201,41.91234359,8424.38106163,2025-10-13,Contínuo,35.60886572,2831,2.97576159,1.19663033,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","[0 (0,00) | 7 (806,90) | 0 (0,00)] ADS - LM",engaged,inactive,64433,274447,4.25941676,"Compras no site",148,56.77043109,8402.02380129,2026-01-23,Contínuo,30.61437655,2428,3.46047109,0.88468812,2026-01-01,2026-05-25
adv-engajado-laranja-mouro-sudeste-sul-centro,"[C][LM - COST CAP WINNERS] [ [CBO]","Estático 5 - Laranja Mouro",prospecting,not_delivering,286916,676090,2.35640396,"Compras no site",133,62.88838127,8364.1547083,2025-08-27,Contínuo,12.37136285,3664,2.28279332,0.54193968,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - LARI TOFU",engaged,inactive,96526,282548,2.92716988,"Compras no site",148,56.45941257,8355.99306007,2026-01-23,Contínuo,29.57371158,3192,2.61779231,1.12971955,2026-01-01,2026-05-25
"[HIBRIDO] [ESTATICO ORG.] [BID 60]","[C] [LM - TESTE] [ABO]",AD2,engaged,active,90159,730382,8.10104371,"Compras no site",165,50.44054133,8322.68931968,2026-03-20,Contínuo,11.39498142,6539,1.27277708,0.89528493,2026-01-01,2026-05-25
"Conj - Vm","[C] [LM - TESTE] [ABO]","ADS 1",existing,not_delivering,54912,482932,8.79465326,"Compras no site",143,57.75414189,8258.84228982,2026-01-30,Contínuo,17.10146002,9277,0.89024925,1.92097438,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","AD - MOFU",existing,active,61219,174859,2.85628645,"Compras no site",159,51.8882243,8250.2276637,2025-06-20,Contínuo,47.18217343,3200,2.57819614,1.83004592,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]",AD7,existing,inactive,46026,299594,6.50923391,"Compras no site",149,55.25769778,8233.39696923,2026-01-20,Contínuo,27.48184867,3670,2.24343242,1.22499115,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [TONS] [PB DR]",AD8,prospecting,inactive,169928,194784,1.14627372,"Compras no site",101,81.26220688,8207.48289522,2025-12-10,Contínuo,42.13632996,7086,1.15826741,3.6378758,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - EVELYN",existing,not_delivering,42525,220904,5.19468548,"Compras no site",158,51.069099,8068.91764127,2025-10-13,Contínuo,36.5268064,1929,4.18295368,0.87323,2026-01-01,2026-05-25
"[VINAGRE] [RMKT]","[C] [VARIOS PRODUTO] [ABO] [BID]","AD - RAIZA TOFU",existing,active,64731,228926,3.53657444,"Compras no site",125,63.46270842,7932.83855304,2026-01-20,Contínuo,34.65241411,3047,2.60349148,1.33099779,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","TESTE CRIATIVOS COMENTARIOS",prospecting,inactive,306467,435922,1.4224109,"Compras no site",120,65.97262808,7916.71536992,2025-06-20,Contínuo,18.16085302,8783,0.90136803,2.01480999,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - MES CONSUMIDOR",engaged,inactive,45659,220697,4.8335925,"Compras no site",174,45.02300883,7834.00353719,2026-01-23,Contínuo,35.49664716,3021,2.59318224,1.36884507,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - EVELYN",engaged,inactive,68361,342606,5.01171721,"Compras no site",148,52.65332526,7792.69213827,2025-10-13,Contínuo,22.74534637,3154,2.47073308,0.920591,2026-01-01,2026-05-25
"Evelyn Regly BM - LM","[C] [LM - TESTE] [ABO]","Teste - ADS 2",prospecting,not_delivering,360810,852157,2.36178875,"Compras no site",133,58.37701623,7764.14315911,2026-02-04,Contínuo,9.11116515,5884,1.31953487,0.69048309,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","[0 (0,00) | 7 (806,90) | 0 (0,00)] ADS - LM",existing,inactive,59579,244812,4.10903171,"Compras no site",125,61.59502132,7699.37766481,2026-01-23,Contínuo,31.45016447,1554,4.95455448,0.63477281,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - MES CONSUMIDOR",existing,inactive,40207,222268,5.52809212,"Compras no site",184,41.63236901,7660.35589703,2026-01-23,Contínuo,34.46450185,2222,3.4475049,0.99969406,2026-01-01,2026-05-25
"[HIBRIDO] [ESTATICO ORG.] [BID 60]","[C] [LM - TESTE] [ABO]","AD - BOFU 1 — Cópia",existing,active,74302,603059,8.11632258,"Compras no site",160,47.7642363,7642.27780799,2026-03-20,Contínuo,12.67252094,2945,2.59500095,0.48834359,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","ADS -  ANA ELISA 1",prospecting,inactive,269135,575247,2.13739202,"Compras no site",100,76.09205188,7609.20518751,2025-12-10,Contínuo,13.22771816,3665,2.0761815,0.63711762,2026-01-01,2026-05-25
"[BM] [ANA ELISA]","[C] [LM - TESTE] [ABO]","AD - RMK ANA ELISA NIVER 3",prospecting,not_delivering,155564,482828,3.1037258,"Compras no site",132,56.93983804,7516.058621,2025-10-01,Contínuo,15.56674141,2326,3.23132357,0.48174505,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","ADS - KAMILI  29/12 — Cópia",prospecting,inactive,267064,716378,2.68242069,"Compras no site",102,72.80935317,7426.55402321,2025-12-10,Contínuo,10.36680918,2956,2.51236604,0.41263132,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","ADS - ASIATICA",existing,active,45289,125062,2.7614211,"Compras no site",147,50.29458496,7393.30398895,2025-06-20,Contínuo,59.11710983,3955,1.86935626,3.16243143,2026-01-01,2026-05-25
"Arte - Organica Tons ###","[C] [LM - TESTE] [ABO]",AD4,prospecting,not_delivering,83436,305544,3.6620164,"Compras no site",171,42.67724156,7297.80830761,2026-01-26,Contínuo,23.88463955,2474,2.94980126,0.80970335,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","Video-Rmkt-DaniWinits — Cópia",engaged,inactive,66240,298886,4.51216787,"Compras no site",147,49.58961507,7289.67341463,2025-12-10,Contínuo,24.38947764,3540,2.05922978,1.18439806,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - RMKT",engaged,inactive,51867,273516,5.27341084,"Compras no site",94,76.57129254,7197.70149886,2025-10-13,Contínuo,26.31546783,3336,2.15758438,1.21967271,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","CRIATIVO 2 RMKT — Cópia",existing,inactive,43477,371171,8.53718058,"Compras no site",163,44.1498037,7196.41800252,2025-12-10,Contínuo,19.38841667,1663,4.32737102,0.44804147,2026-01-01,2026-05-25
"[EXCLUSÃO BASE] [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - 4",prospecting,inactive,152370,289956,1.90297303,"Compras no site",119,60.09872781,7151.7486088,2026-03-17,Contínuo,24.66494437,2888,2.47636725,0.99601319,2026-01-01,2026-05-25
"TONS TESTE","[C] [TONS] [PB DR]","AD- NIVER 2",existing,inactive,37748,160557,4.25339091,"Compras no site",147,48.25444222,7093.40300643,2026-04-06,Contínuo,44.17996728,3011,2.35582963,1.87534645,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","ADS 3 - MES DO CLIENTE — Cópia",prospecting,inactive,72255,239089,3.30896132,"Compras no site",101,69.98973038,7068.96276868,2025-06-20,Contínuo,29.56624006,2445,2.89119132,1.02263174,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","ADS - ASIATICA",engaged,active,56127,148915,2.6531794,"Compras no site",80,88.27836478,7062.26918255,2025-06-20,Contínuo,47.42483418,5020,1.40682653,3.3710506,2026-01-01,2026-05-25
"Lm Perfil Novo","[C] [LM - TESTE] [ABO]",ADS,prospecting,inactive,353888,955832,2.70094493,"Compras no site",121,57.94474064,7011.31361763,2025-11-03,Contínuo,7.33529911,8956,0.78286217,0.93698474,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - MES CONSUMIDOR STORIE",engaged,inactive,82854,191578,2.31223598,"Compras no site",107,65.18959502,6975.28666668,2026-01-23,Contínuo,36.40964342,4084,1.70795462,2.13176878,2026-01-01,2026-05-25
"Evelyn Regly BM - LM","[C] [LM - TESTE] [ABO]","ADS 4 - NOVO VM",prospecting,not_delivering,175670,331393,1.88645187,"Compras no site",114,60.69132878,6918.81148071,2026-02-04,Contínuo,20.87796508,3366,2.05549955,1.01571246,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","CRIATIVO 2 RMKT — Cópia",engaged,inactive,79773,438698,5.49932935,"Compras no site",125,55.28378704,6910.47338019,2025-12-10,Contínuo,15.75223361,2686,2.5727749,0.6122663,2026-01-01,2026-05-25
"[AQUISIÇÃO]  [ADV. +]","[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]","ADS - MES CONSUMIDOR STORIE",existing,inactive,66558,160028,2.40433907,"Compras no site",140,49.28959864,6900.54380924,2026-01-23,Contínuo,43.12085266,2645,2.60890125,1.65283575,2026-01-01,2026-05-25
"[BOFU] [ADV+ ABERTO] [ESTATICO]","[C] [LM - TESTE] [ABO]","ADS - DANI — Cópia",existing,not_delivering,70139,496171,7.07410998,"Compras no site",169,40.71231783,6880.38171381,2026-02-25,Contínuo,13.86695658,4228,1.62733721,0.85212558,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - RMKT",engaged,active,44346,233753,5.27111803,"Compras no site",140,48.53703151,6795.18441155,2025-10-13,Contínuo,29.06993455,2921,2.32632126,1.24960963,2026-01-01,2026-05-25
"[TOFU] [TIK + ORG ] [ABERTO]","[C] [LM - TESTE] [ABO]",AD1,engaged,inactive,93840,444555,4.73737212,"Compras no site",122,55.68790912,6793.92491286,2026-02-11,Contínuo,15.28252952,3411,1.99176925,0.76728414,2026-01-01,2026-05-25
"Influ Sabrina - LM TESTE TRAVA DE CPA","[C] [LM - TESTE] [ABO]","Criativo Versão 2 - Sabrina 29/12",prospecting,archived,240542,571945,2.37773445,"Compras no site",92,73.22016447,6736.25513085,2025-10-22,Contínuo,11.77780229,3055,2.2049935,0.53414227,2026-01-01,2026-05-25
"[PUBLICO ABERTO]","[C] [LM - PRINCIPAL] [PLANO B] 1 TESTE","AD1 - 07/12 — Cópia",prospecting,inactive,504999,561488,1.11185963,"Compras no site",91,73.88106591,6723.17699815,2025-12-10,Contínuo,11.97385696,4984,1.34895205,0.88764141,2026-01-01,2026-05-25
"[Publico Quente] [TESTE]","[C] [DIGESTINO] [PRINCIPAL]","[Criativo 2 Digestino]",prospecting,not_delivering,173924,414993,2.38605943,"Compras no site",82,81.49051992,6682.22263358,2025-12-24,Contínuo,16.10201289,4335,1.54145851,1.04459593,2026-01-01,2026-05-25
"[TOFU] - [EX. PURCHASE]","[C] [LM - PRINCIPAL] - [PLANO B] 2 TESTE","ADS - DANI",prospecting,not_delivering,233364,676451,2.89869474,"Compras no site",74,90.18917119,6673.99866834,2026-03-25,Contínuo,9.86619677,3574,1.86737512,0.52834573,2026-01-01,2026-05-25
"[CAMPANHA AQUISIÇÃO]","[C] [JEJOOM] [CBO]","AD - LARISSA TOFU",prospecting,inactive,83174,187140,2.24998197,"Compras no site",75,88.88629864,6666.47239785,2025-10-13,Contínuo,35.62291545,3174,2.10033787,1.69605643,2026-01-01,2026-05-25
"Conj - Vm","[C] [LM - TESTE] [ABO]","ADS 2",prospecting,inactive,82953,195252,2.35376659,"Compras no site",86,77.50669472,6665.57574634,2026-01-30,Contínuo,34.13832251,1357,4.91199392,0.69499928,2026-01-01,2026-05-25
"[ANA ELISA]","[C] [LM - PRINCIPAL] - [PLANO B] 2 TESTE",AD1,prospecting,not_delivering,299724,572959,1.91162203,"Compras no site",64,103.5445386,6626.85047025,2026-03-17,Contínuo,11.56601165,3765,1.76011965,0.65711508,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - EVELYN",engaged,inactive,55350,202415,3.6570009,"Compras no site",128,51.7490696,6623.8809089,2025-10-13,Contínuo,32.72425912,3871,1.71115498,1.91240768,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]",AD10,prospecting,inactive,115733,181784,1.57071881,"Compras no site",66,99.0956865,6540.31530889,2025-06-20,Contínuo,35.97849816,3120,2.09625491,1.71632267,2026-01-01,2026-05-25
"Arte - Organica Tons ###","[C] [LM - TESTE] [ABO]",AD1,prospecting,not_delivering,132019,345027,2.61346473,"Compras no site",101,64.73880104,6538.61890489,2026-01-26,Contínuo,18.95103544,3182,2.05487709,0.92224666,2026-01-01,2026-05-25
"[TOFU] [TIK + ORG ] [ABERTO]","[C] [LM - TESTE] [ABO]",AD1,existing,inactive,75729,381497,5.03766061,"Compras no site",139,46.58310516,6475.05161734,2026-02-11,Contínuo,16.97274583,2185,2.96341035,0.57274369,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","AD - BOFU",existing,active,42266,217057,5.13549898,"Compras no site",176,36.70990409,6460.94312059,2025-06-20,Contínuo,29.76611268,2178,2.9664569,1.00342306,2026-01-01,2026-05-25
"[ADV ABER.]","[C] [LM - PRINCIPAL] - [PLANO B] 2 TESTE","[ADS] - [RMKT] [25-02]",engaged,not_delivering,68674,396986,5.78073215,"Compras no site",109,58.40658684,6366.31796504,2026-02-25,Contínuo,16.03663093,3398,1.87354855,0.85594958,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","ADS1 - EVELYN",prospecting,inactive,143168,288564,2.01556214,"Compras no site",101,62.69789477,6332.48737176,2025-10-13,Contínuo,21.94482809,2657,2.38332231,0.92076628,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - EVELYN",prospecting,inactive,97406,272382,2.79635751,"Compras no site",113,55.05916867,6221.68605918,2025-10-13,Contínuo,22.84176656,2372,2.62297051,0.87083581,2026-01-01,2026-05-25
"teste aquisição ate dia 15  - Lm","[C] [LM - TESTE] [ABO]","AD - EVELYN MOFU",prospecting,inactive,343873,678702,1.97369959,"Compras no site",71,87.4312114,6207.61600975,2026-02-04,Contínuo,9.14630576,3500,1.77360457,0.51569024,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","AD - SHOOTING BOFU",engaged,active,32405,139318,4.2992748,"Compras no site",118,52.36056133,6178.54623713,2025-06-20,Contínuo,44.34851374,3793,1.62893389,2.72254841,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","AD1 - VERAO — Cópia",prospecting,inactive,110264,297628,2.69923094,"Compras no site",104,59.38281001,6175.81224084,2025-06-20,Contínuo,20.75010497,2081,2.96771371,0.69919497,2026-01-01,2026-05-25
"[PUBLICO ENG.] [DR]","[C] [TONS] [PB DR]","AD1 — Cópia",prospecting,active,93266,277041,2.97043939,"Compras no site",72,85.59086521,6162.54229507,2025-06-20,Contínuo,22.24415265,3090,1.99435026,1.11535838,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - EVELYN",existing,inactive,47635,154574,3.24496694,"Compras no site",123,49.62195153,6103.50003774,2025-10-13,Contínuo,39.48594225,3418,1.7856934,2.21123863,2026-01-01,2026-05-25
"[RMKT LARANJA MORO-REATIVAÇÃO BASE QUENTE]","[C] [LM - RMKT] [ADV. ABO]","AD - LUCIANA TOFU",existing,active,54774,118609,2.1654252,"Compras no site",108,56.50975817,6103.05388212,2025-10-13,Contínuo,51.45523427,2363,2.58275662,1.99226028,2026-01-01,2026-05-25
