"Nome da campanha","Segmentos de público","Nome do anúncio","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [LM - TESTE] [ABO]",engaged,"laranja-moro_influ_marcia_video-stories_20-07-2025 — Cópia",archived,ad,1.54375497,3881,0.12548312,,69.32488137,34,23,2.0389671,,17.86263369,"Compras no site",69.32488137,5,0.02941176,1,1.9671148,"Valor de conversão da compra no site",136.37,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"ADS - MORGANA 2 24-12 — Cópia",inactive,ad,1.47528517,3880,0.25335052,,205.7196867,63,55,3.26539185,,53.02053781,"Compras no site",205.7196867,16,0.01587302,1,0.99081426,"Valor de conversão da compra no site",203.83,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,"AD - TOFU",inactive,ad,1.33218707,3874,0.18146618,,168.42873663,88,66,1.91396292,,43.47670021,"Compras no site",84.21436831,11,0.02272727,2,2.91393268,"Valor de conversão da compra no site",490.79,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - MOFU ate 14-05",inactive,ad,1.30644068,3854,0.33160353,,79.10489953,46,25,1.71967173,,20.52540206,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"ADS - ISA 3",inactive,ad,1.32918396,3844,0.31997919,,110.46587694,95,54,1.1627987,,28.73722085,"Compras no site",55.23293847,5,0.02105263,2,1.6274709,"Valor de conversão da compra no site",179.78,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"AD - MOFU ANA ELISA — Cópia — Cópia",active,ad,1.16702095,3843,0.19568046,,75.61153574,45,34,1.68025635,,19.6751329,"Compras no site",75.61153574,1,0.02222222,1,4.24736777,"Valor de conversão da compra no site",321.15,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia",active,ad,1.21354002,3836,0.00182482,,88.60699694,24,17,3.69195821,,23.09880004,"Compras no site",22.15174923,4,0.16666667,4,13.42343202,"Valor de conversão da compra no site",1189.41,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"AD - MI RUBACK MOFU",inactive,ad,1.82579724,3836,0.38816475,,198.95,565,436,0.35212389,,51.86392075,"Compras no site",99.475,5,0.00353982,2,3.53078663,"Valor de conversão da compra no site",702.45,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"EDITAR PARA CYBER",inactive,ad,1.87782139,3827,0.16122289,,134.35,67,63,2.00522388,,35.10582702,"Compras no site",67.175,16,0.02985075,2,1.38704875,"Valor de conversão da compra no site",186.35,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",existing,"AD - MOFU ANA ELISA — Cópia — Cópia",active,ad,1.24770942,3813,0.18568057,,110.86518641,51,40,2.17382718,,29.07557997,,,7,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 1 - SABRINA",archived,ad,1.47274836,3810,0.22598425,,80.11,53,37,1.51150943,,21.02624672,,,8,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 1 - Duda",archived,ad,2.58763587,3809,0.06747178,,45.84,62,33,0.73935484,,12.03465477,"Compras no site",45.84,5,0.01612903,1,3.66972077,"Valor de conversão da compra no site",168.22,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"EDITAR PARA CYBER",inactive,ad,2.04457573,3807,0.14841082,,118.8,68,50,1.74705882,,31.20567376,"Compras no site",29.7,10,0.05882353,4,4.93518519,"Valor de conversão da compra no site",586.3,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,AD2,not_delivering,ad,1.14958954,3781,0.12166094,,85.06356362,17,12,5.00373904,,22.4976365,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"AD - TOFU — Cópia — Cópia",active,ad,1.48817967,3777,0.2266349,,53.74629864,107,77,0.50230186,,14.22989109,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - RAIZA MOFU — Cópia",inactive,ad,1.63068921,3762,0.1605529,,233.50936504,90,77,2.5945485,,62.07053829,"Compras no site",77.83645501,18,0.03333333,3,2.40461448,"Valor de conversão da compra no site",561.5,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",prospecting,"AD - MORGANA TOFU",inactive,ad,1.22690173,3758,0.16125599,,71.67302588,43,36,1.66681456,,19.07211971,"Compras no site",71.67302588,3,0.02325581,1,3.56898564,"Valor de conversão da compra no site",255.8,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - DANI TOFU 2",not_delivering,ad,1.23878628,3756,0.27635783,,41.1672937,37,19,1.11262956,,10.96040833,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - NIVER 5",inactive,ad,1.35158501,3752,0.00053305,,32.8,17,11,1.92941176,,8.74200426,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS 3",not_delivering,ad,1.67637831,3740,0.14839572,,44.26,51,35,0.86784314,,11.8342246,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS - TOFU — Cópia",not_delivering,ad,1.3271824,3740,0.15695187,,59.08592261,18,11,3.28255126,,15.79837503,"Compras no site",29.5429613,3,0.11111111,2,5.01608483,"Valor de conversão da compra no site",296.38,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - BOFU — Cópia — Cópia — Cópia",not_delivering,ad,1.38676088,3729,0.10887637,,95.18552668,33,22,2.8844099,,25.52575132,"Compras no site",95.18552668,7,0.03030303,1,2.18415559,"Valor de conversão da compra no site",207.9,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - MOFU teste ate 08-05",inactive,ad,1.32525828,3720,0.33306452,,59.72838599,87,68,0.68653317,,16.05601774,"Compras no site",29.86419299,10,0.02298851,2,8.94281657,"Valor de conversão da compra no site",534.14,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"AD6 — Cópia",inactive,ad,1.34163059,3719,0,,65.18565804,52,45,1.25357035,,17.52773811,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"AD - MOFU ANA ELISA — Cópia — Cópia",inactive,ad,1.4983871,3716,0.29547901,,191.36,109,89,1.75559633,,51.49623251,"Compras no site",63.78666667,10,0.02752294,3,2.34970736,"Valor de conversão da compra no site",449.64,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"ADS 1 — Cópia",not_delivering,ad,1.11197605,3714,0.28756058,,143.11941451,38,22,3.76630038,,38.5351143,"Compras no site",143.11941451,4,0.02631579,1,2.08077989,"Valor de conversão da compra no site",297.8,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS 2",not_delivering,ad,1.33381295,3708,0.20954693,,157.52,67,52,2.35104478,,42.4811219,"Compras no site",52.50666667,10,0.04477612,3,4.42686643,"Valor de conversão da compra no site",697.32,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,AD7,inactive,ad,1.26632479,3704,0,,60.11,35,26,1.71742857,,16.22840173,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD - ISA MOFU — Cópia — Cópia",inactive,ad,1.21866755,3695,0.39458728,,92.63546982,55,43,1.68428127,,25.07049251,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"AD- NIVER 7",inactive,ad,1.80744733,3689,0,,164.07,60,40,2.7345,,44.47546761,,,8,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - JADE TOFU",inactive,ad,1.60356832,3685,0.21709634,,120.67834881,56,50,2.15497051,,32.74853428,"Compras no site",120.67834881,12,0.01785714,1,3.4856294,"Valor de conversão da compra no site",420.64,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS 2 - NOVO VM",not_delivering,ad,1.90777202,3682,0.18984248,,62.25853908,33,21,1.8866224,,16.90889166,"Compras no site",20.75284636,6,0.09090909,3,15.69230526,"Valor de conversão da compra no site",976.98,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 1",archived,ad,1.27213001,3679,0.39385703,,76.66389443,41,36,1.86985108,,20.83824258,"Compras no site",19.16597361,9,0.09756098,4,4.91678648,"Valor de conversão da compra no site",376.94,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"AD - MORGANA TOFU",inactive,ad,1.37229276,3675,0.14095238,,96.43061685,35,24,2.75516048,,26.23962363,,,8,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"ADS - EVELYN 2",inactive,ad,1.67216117,3652,0.14649507,,79,60,37,1.31666667,,21.63198248,"Compras no site",79,4,0.01666667,1,2.50506329,"Valor de conversão da compra no site",197.9,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,"AD4 — Cópia",inactive,ad,1.42958023,3644,0,,90.12976993,28,17,3.21892035,,24.73374586,"Compras no site",90.12976993,6,0.03571429,1,1.36447702,"Valor de conversão da compra no site",122.98,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,AD10,not_delivering,ad,1.58838935,3639,0.20994779,,181.64544764,28,20,6.48733742,,49.91630878,"Compras no site",181.64544764,7,0.03571429,1,1.09570596,"Valor de conversão da compra no site",199.03,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD1 - 07/12",archived,ad,2.11655012,3632,0.19520925,,90.97213059,37,23,2.45870623,,25.04739278,"Compras no site",90.97213059,4,0.02702703,1,1.85001713,"Valor de conversão da compra no site",168.3,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"Video-Rmkt-DaniWinits — Cópia",archived,ad,1.1192604,3632,0.09113436,,36.58,15,11,2.43866667,,10.0715859,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"ADS - SABRINA TOPO",inactive,ad,1.43234714,3631,0.18700083,,105.5,46,17,2.29347826,,29.05535665,"Compras no site",105.5,6,0.02173913,1,2.25895735,"Valor de conversão da compra no site",238.32,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD2 — DANI",inactive,ad,1.45007987,3631,0,,100.28,38,27,2.63894737,,27.61773616,"Compras no site",100.28,6,0.02631579,1,1.77612684,"Valor de conversão da compra no site",178.11,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS2- DANI",not_delivering,ad,1.66358595,3600,0,,71.06,22,13,3.23,,19.73888889,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,AD1,archived,ad,1.48574969,3597,0.28607173,,148.02,73,54,2.02767123,,41.15095913,"Compras no site",37.005,11,0.05479452,4,5.86272125,"Valor de conversão da compra no site",867.8,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"AD - DR URSINHO 18-05 — Cópia",not_delivering,ad,1.11159196,3596,0.28587319,,81.54,76,49,1.07289474,,22.67519466,"Compras no site",81.54,6,0.01315789,1,2.94088791,"Valor de conversão da compra no site",239.8,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,ADS,inactive,ad,1.20180723,3591,0,,75.3185599,24,19,3.13827333,,20.97425784,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 3- SABRINA",not_delivering,ad,1.32381306,3569,0.17904175,,117.23,33,22,3.55242424,,32.84673578,"Compras no site",58.615,5,0.06060606,2,4.70579203,"Valor de conversão da compra no site",551.66,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",prospecting,"AD5 - ORGANICO",inactive,ad,1.22658402,3562,0,,73.38,33,24,2.22363636,,20.60078608,,,8,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 1",not_delivering,ad,1.24352694,3554,0.17023073,,70.56,11,8,6.41454545,,19.85368599,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"AD - BOFU RMKT4 17-05",not_delivering,ad,1.4785506,3550,0.00084507,,97.3,58,48,1.67758621,,27.4084507,,,4,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - RMK  EVELYN 18-05 PERFIL DENA — Cópia — Cópia",inactive,ad,1.2312783,3535,0.0019802,,46.93,16,11,2.933125,,13.2758133,"Compras no site",46.93,2,0.0625,1,7.40890688,"Valor de conversão da compra no site",347.7,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",existing,"AD - ANA ELISA",inactive,ad,1.47258267,3518,0.13274588,,139.46,48,36,2.90541667,,39.64184196,"Compras no site",46.48666667,8,0.0625,3,5.46414743,"Valor de conversão da compra no site",762.03,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 1",not_delivering,ad,1.34211531,3515,0.2628734,,83.53,33,29,2.53121212,,23.76386913,"Compras no site",41.765,9,0.06060606,2,5.57895367,"Valor de conversão da compra no site",466.01,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"ADS - ANA ELISA 2",archived,ad,1.71303075,3510,0.08888889,,67.88,27,18,2.51407407,,19.33903134,,,13,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"Video-Rmkt-DaniWinits — Cópia",archived,ad,1.13268608,3500,0.11028571,,66.29,46,32,1.44108696,,18.94,,,6,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,AD3,not_delivering,ad,1.1678345,3500,0.31171429,,117.11,45,28,2.60244444,,33.46,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - MOFU PRI 17-05",inactive,ad,1.5349758,3489,0.42992261,,66.29,279,212,0.23759857,,18.99971338,,,6,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,"ADS - MEIO 13-02-2026 — Cópia",archived,ad,1.7889861,3476,0.22727273,,112.37,115,78,0.97713043,,32.3273878,"Compras no site",112.37,5,0.00869565,1,2.49550592,"Valor de conversão da compra no site",280.42,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 4",not_delivering,ad,1.35058366,3471,0.22731201,,116.42,26,24,4.47769231,,33.54076635,"Compras no site",116.42,7,0.03846154,1,0.85260265,"Valor de conversão da compra no site",99.26,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - SABRINA",inactive,ad,1.88931507,3448,0.27900232,,50.84,54,37,0.94148148,,14.74477958,"Compras no site",50.84,4,0.01851852,1,3.31038552,"Valor de conversão da compra no site",168.3,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"ADS - ISA 3",inactive,ad,1.2640884,3432,0.31789044,,108.925795,89,54,1.22388534,,31.73828526,"Compras no site",54.4628975,6,0.02247191,2,3.27029975,"Valor de conversão da compra no site",356.22,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,AD3,not_delivering,ad,1.2267525,3430,0.09329446,,44.28,16,12,2.7675,,12.90962099,"Compras no site",44.28,4,0.0625,1,7.88414634,"Valor de conversão da compra no site",349.11,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,"AD - RMKT 3",inactive,ad,1.39139261,3427,0.0002918,,50.94862861,30,16,1.69828762,,14.86683064,"Compras no site",50.94862861,2,0.03333333,1,1.90996309,"Valor de conversão da compra no site",97.31,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"AD - DR URSINHO 18-05",inactive,ad,1.07450487,3418,0.38238736,,123.42311028,53,38,2.32873793,,36.10974555,"Compras no site",123.42311028,4,0.01886792,1,2.13833535,"Valor de conversão da compra no site",263.92,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - 1 — Cópia",archived,ad,1.35808912,3383,0.30150754,,25.38270201,51,22,0.49770004,,7.50301567,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - ORG",inactive,ad,1.83669026,3374,0,,111.37,30,23,3.71233333,,33.00829876,"Compras no site",111.37,,0.03333333,1,1.55014815,"Valor de conversão da compra no site",172.64,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD - LEVE 3 PAGUE 2 — Cópia",inactive,ad,1.66617211,3369,0,,54.15844929,49,34,1.10527448,,16.07552665,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD2 - LARI",not_delivering,ad,1.42223161,3365,0.18781575,,80.93,31,27,2.61064516,,24.05052006,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - 4 — Cópia",active,ad,1.1532646,3356,0.10935638,,34.23973693,18,10,1.90220761,,10.20254378,,,,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,"AD - BOFU 2",not_delivering,ad,1.63209393,3336,0,,52.83608573,40,26,1.32090214,,15.8381552,"Compras no site",52.83608573,5,0.025,1,3.1838089,"Valor de conversão da compra no site",168.22,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - LUCIANA MOFU 2",inactive,ad,1.41499787,3321,0.22222222,,52.51,32,22,1.6409375,,15.81150256,,,4,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"AD- NIVER 5",not_delivering,ad,1.55269321,3315,0,,110.67,94,70,1.17734043,,33.38461538,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - MOFU ate 14-05 — Cópia",inactive,ad,1.14825078,3315,0.40542986,,137.41000388,65,50,2.11400006,,41.45098156,"Compras no site",68.70500194,7,0.03076923,2,2.23484456,"Valor de conversão da compra no site",307.09,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"ADS - SABRINA TOPO",inactive,ad,1.56501182,3310,0.1694864,,118.56,45,24,2.63466667,,35.81873112,,,5,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - 6",not_delivering,ad,1.11576105,3306,0.27344223,,51.72,21,19,2.46285714,,15.64428312,,,5,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 3 — Cópia",inactive,ad,1.42193548,3306,0.37295826,,22.26,39,30,0.57076923,,6.73321234,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"ADS - LARISSA",not_delivering,ad,1.2978389,3303,0.24159855,,130.78,64,45,2.0434375,,39.5943082,"Compras no site",65.39,12,0.03125,2,1.86672274,"Valor de conversão da compra no site",244.13,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD - ALESSANDRA — Cópia",active,ad,1.35250616,3292,0.2381531,,83.4492595,37,9,2.25538539,,25.34910677,"Compras no site",41.72462975,2,0.05405405,2,5.06942785,"Valor de conversão da compra no site",423.04,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"ADS - EVELYN 2",inactive,ad,1.63858425,3287,0.15302708,,70.45,31,19,2.27258065,,21.43291755,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD - ISA MOFU",inactive,ad,1.3573201,3282,0.19744059,,84.77664078,51,39,1.66228707,,25.83078634,"Compras no site",42.38832039,4,0.03921569,2,2.91790283,"Valor de conversão da compra no site",247.37,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD -  EVELYN",active,ad,1.1648784,3257,0.24808106,,105.67,39,18,2.70948718,,32.44396684,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"tons_dr-ursinho_video-reels_18-08-2026 — Cópia",inactive,ad,1.06065574,3235,0.37310665,,161.98,144,129,1.12486111,,50.07109737,"Compras no site",40.495,11,0.02777778,4,7.01531053,"Valor de conversão da compra no site",1136.34,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",prospecting,"AD - MORGANA TOFU",inactive,ad,1.27815093,3235,0.2488408,,42.16,37,27,1.13945946,,13.0324575,"Compras no site",42.16,1,0.02702703,1,3.59606262,"Valor de conversão da compra no site",151.61,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"tons2_rmkt_20-10-2025-pagdenavita — Cópia",inactive,ad,1.42812915,3229,0,,84.16,29,22,2.90206897,,26.06379684,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS - DANI — Cópia",not_delivering,ad,1.21941088,3229,0.11303809,,45.37,24,14,1.89041667,,14.05078972,"Compras no site",22.685,5,0.08333333,2,8.58805378,"Valor de conversão da compra no site",389.64,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"ADS 1 — Cópia",not_delivering,ad,1.20997375,3227,0.329718,,148.90898629,62,41,2.40175784,,46.14471221,"Compras no site",148.90898629,1,0.01612903,1,0.63844367,"Valor de conversão da compra no site",95.07,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - SUSANA",not_delivering,ad,1.72522764,3221,0.17913691,,31.84,56,31,0.56857143,,9.88512884,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - MOFU ate 14-05 — Cópia",active,ad,1.26504129,3217,0.30991607,,63.11738558,61,38,1.03471124,,19.619952,"Compras no site",31.55869279,8,0.03278689,2,7.04512704,"Valor de conversão da compra no site",444.67,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 2 - INGRID VM",inactive,ad,1.72180451,3206,0.24984404,,48.5877443,162,98,0.29992435,,15.15525399,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - LUCIANA MOFU 2",inactive,ad,1.26074951,3196,0.2252816,,57.71,24,19,2.40458333,,18.05694618,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD 2 DUDA",active,ad,1.43719045,3192,0.13533835,,87.801257,68,55,1.29119496,,27.50665946,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS. VIDEO INFLU — Cópia",inactive,ad,1.34740397,3192,0.3320802,,85.52964186,55,39,1.5550844,,26.79500058,"Compras no site",85.52964186,2,0.01818182,1,3.05999177,"Valor de conversão da compra no site",261.72,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - tofu  teste ate 09-05 — Cópia",inactive,ad,1.22732536,3180,0.30125786,,39.02,21,12,1.85809524,,12.27044025,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"Criativo Versão 2 - Sabrina 29/12 — Cópia",inactive,ad,1.17481481,3172,0.20870113,,55.31,35,12,1.58028571,,17.4369483,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"AD - TAINA",inactive,ad,1.30696333,3172,0.20428752,,108.48118363,33,21,3.28730859,,34.19961653,"Compras no site",108.48118363,4,0.03030303,1,3.06891932,"Valor de conversão da compra no site",332.92,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS - LARISSA — Cópia",archived,ad,1.36739974,3171,0.31567329,,96.28228154,53,30,1.81664682,,30.36338112,"Compras no site",96.28228154,3,0.01886792,1,1.94220574,"Valor de conversão da compra no site",187,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,"AD - MOFU MARCELA 17-05",inactive,ad,1.39015817,3164,0.21997472,,50.13,63,50,0.79571429,,15.84386852,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - BOFU 3 — Cópia",inactive,ad,1.28430971,3135,0,,43.66893509,30,19,1.45563117,,13.92948488,,,3,0,,,,,2026-01-01,2026-05-25
