"Nome da campanha","Segmentos de público","Nome do anúncio","Status de veiculação","Nível de veiculação",Frequência,Impressões,"Hook Rate","Reproduções de 100% do vídeo","Valor usado (BRL)","Cliques no link","Visualizações da página de destino do site","CPC (custo por clique no link)","CTR (todos)","CPM (custo por 1.000 impressões)","Tipo de resultado","Custo por resultado","Finalizações de compra iniciadas","Taxa de conversão",Resultados,"ROAS (retorno sobre o investimento em publicidade) das compras","Tipo de valor de resultado","Valor dos resultados","Início dos relatórios","Encerramento dos relatórios"
"[C] [TONS] [PB DR]",engaged,"ADS - ORGANICO",not_delivering,ad,1.77286957,5097,0.03943496,,118.33,69,46,1.71492754,,23.21561703,,,4,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD1 - 07/12",archived,ad,1.68499503,5087,0.22586986,,156.95,47,35,3.3393617,,30.8531551,"Compras no site",52.31666667,10,0.06382979,3,3.48085378,"Valor de conversão da compra no site",546.32,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"tons2_rmkt_01-09-2025 — Cópia",archived,ad,1.14911884,5086,0,,135.59,54,48,2.51092593,,26.65945733,"Compras no site",67.795,5,0.03703704,2,1.90677779,"Valor de conversão da compra no site",258.54,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - JADE TOFU 19-05 BM JADE + DENA — Cópia",inactive,ad,1.44814815,5083,0.18670077,,62.71,119,90,0.52697479,,12.33720244,"Compras no site",62.71,2,0.00840336,1,2.65220858,"Valor de conversão da compra no site",166.32,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"ADS - MORGANA 1 24-12 — Cópia",inactive,ad,1.69028609,5081,0.36429837,,187.38147403,144,86,1.30126024,,36.87885732,"Compras no site",46.84536851,17,0.02777778,4,3.87194094,"Valor de conversão da compra no site",725.53,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD - TOFU",inactive,ad,1.37669377,5080,0.2773622,,175.73,75,49,2.34306667,,34.59251969,"Compras no site",43.9325,9,0.05333333,4,4.33312468,"Valor de conversão da compra no site",761.46,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,tons_dr-ursinho_video-reels_10-07-2025_esse-e-o-futuro-do-skin,inactive,ad,1.39576458,5075,0.27211823,,216.50861317,233,154,0.92922152,,42.6617957,"Compras no site",72.16953772,10,0.01287554,3,4.37599219,"Valor de conversão da compra no site",947.44,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,AD1,archived,ad,1.23151751,5064,0.32582938,,180.98,106,79,1.70735849,,35.7385466,"Compras no site",180.98,14,0.00943396,1,1.82185877,"Valor de conversão da compra no site",329.72,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - RMKT PERFIL DENA + JEJOOM",active,ad,1.65373232,5029,0,,55.12866027,101,32,0.54582832,,10.96215158,"Compras no site",55.12866027,5,0.00990099,1,3.26345678,"Valor de conversão da compra no site",179.91,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - RMKT PERFIL JEJOOM",inactive,ad,1.98496835,5018,0,,48.55693589,29,6,1.6743771,,9.67655159,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD - ALESSANDRA — Cópia",active,ad,1.45573295,5015,0.25363908,,133.65084567,48,13,2.78439262,,26.65021848,"Compras no site",33.41271142,6,0.08333333,4,3.6417278,"Valor de conversão da compra no site",486.72,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - 1 — Cópia",archived,ad,1.4739476,5007,0.29718394,,45.57485149,77,35,0.59188119,,9.10222718,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,AD1,archived,ad,1.23329193,4964,0.26913779,,284.16,103,82,2.75883495,,57.24415794,"Compras no site",94.72,16,0.02912621,3,2.03107404,"Valor de conversão da compra no site",577.15,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"ADS - MEIO 13-02-2026 — Cópia",archived,ad,1.64864865,4941,0.18761384,,154.3,117,94,1.31880342,,31.22849626,,,8,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"AD - EVELYN",not_delivering,ad,1.25075988,4938,0.15188335,,147.63118181,50,36,2.95262364,,29.89695865,"Compras no site",73.81559091,4,0.04,2,2.46445226,"Valor de conversão da compra no site",363.83,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,"AD - BOFU",not_delivering,ad,1.7866715,4933,0,,79.15903634,190,143,0.41662651,,16.04683485,,,5,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"AD - EVELYN TOFU — Cópia",active,ad,1.26971813,4910,0.42199593,,98.64182894,98,39,1.00654927,,20.08998553,,,5,0,,,,,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"AD - NIVER 2",archived,ad,2.35302594,4899,0.00081649,,347.55,143,115,2.43041958,,70.9430496,"Compras no site",38.61666667,16,0.06293706,9,6.80848799,"Valor de conversão da compra no site",2366.29,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS2 - 18-02 — Cópia",inactive,ad,1.4329322,4882,0,,106.8633154,75,59,1.42484421,,21.88924937,"Compras no site",106.8633154,2,0.01333333,1,1.27985922,"Valor de conversão da compra no site",136.77,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,"AD12 - PAULA",inactive,ad,1.33196046,4851,0.32385075,,147.80320508,89,71,1.66071017,,30.46860546,"Compras no site",29.56064102,8,0.05617978,5,7.25180485,"Valor de conversão da compra no site",1071.84,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,"AD1 - 07/01 — Cópia",not_delivering,ad,1.34381085,4831,0,,48.44154303,25,20,1.93766172,,10.02722894,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"AD- NIVER 6",not_delivering,ad,1.57325049,4811,0,,103.7674832,37,23,2.80452657,,21.56879717,"Compras no site",103.7674832,4,0.02702703,1,3.4473227,"Valor de conversão da compra no site",357.72,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - JADE MOFU 3 — Cópia",active,ad,1.421644,4808,0.11064892,,89.01420139,61,42,1.4592492,,18.51376901,"Compras no site",44.50710069,9,0.03278689,2,3.87151707,"Valor de conversão da compra no site",344.62,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"AD - MOFU LARISSA LEMOS  REFAÇÃO 17-05",inactive,ad,1.36296507,4799,0.27380704,,178.16802667,55,32,3.23941867,,37.12607349,"Compras no site",89.08401333,4,0.03636364,2,2.09959108,"Valor de conversão da compra no site",374.08,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"AD - ANA ELISA",inactive,ad,1.57278689,4797,0.13508443,,168.28,65,53,2.58892308,,35.08025849,"Compras no site",168.28,10,0.01538462,1,1.23544093,"Valor de conversão da compra no site",207.9,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"ADS - RAIZA VM",inactive,ad,1.17393435,4792,0.17988314,,251.43,65,52,3.86815385,,52.46869783,,,4,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - BOFU — Cópia — Cópia — Cópia",not_delivering,ad,1.37535899,4789,0.08999791,,127.06402853,22,17,5.77563766,,26.5324762,,,6,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"ADS. VIDEO INFLU — Cópia — Cópia",inactive,ad,1.16851715,4736,0.48057432,,216.164822,135,104,1.6012209,,45.64291005,,,6,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - TOFU LARISSA",active,ad,1.74935113,4718,0.26854599,,116.44164624,126,76,0.92414005,,24.68029806,,,11,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,"tons2_rmkt_20-10-2025-pagdenavita — Cópia",archived,ad,1.89133921,4717,0,,177.92,39,32,4.56205128,,37.71888912,"Compras no site",44.48,12,0.1025641,4,4.81727743,"Valor de conversão da compra no site",857.09,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,"AD - TOFU DRIELLY 17-05",active,ad,1.59369705,4703,0.38294706,,193.98881727,132,97,1.46961225,,41.247888,"Compras no site",64.66293909,16,0.02272727,3,5.47799618,"Valor de conversão da compra no site",1062.67,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",existing,"AD - JADE TOFU",inactive,ad,1.45429104,4677,0.22920676,,155.5949777,51,42,3.05088192,,33.26811582,,,5,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS 4 — Cópia",inactive,ad,1.6066989,4653,0.17042768,,53.1886102,57,36,0.93313351,,11.43103593,"Compras no site",53.1886102,8,0.01754386,1,7.26734537,"Valor de conversão da compra no site",386.54,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"tons2_rmkt_20-10-2025-pagdenavita — Cópia",archived,ad,1.78239139,4636,0,,149.83,74,57,2.02472973,,32.31880932,"Compras no site",49.94333333,15,0.04054054,3,3.24360942,"Valor de conversão da compra no site",485.99,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"AD - EVELYN",not_delivering,ad,1.34347826,4635,0.16936354,,118.81290316,57,36,2.0844369,,25.63385181,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - LUCIANA MOFU",inactive,ad,1.83260611,4620,0.1491342,,75.54717241,134,95,0.56378487,,16.35220182,"Compras no site",75.54717241,4,0.00746269,1,1.06913333,"Valor de conversão da compra no site",80.77,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",engaged,"ADS 1",not_delivering,ad,1.29691011,4617,0.3697206,,199.65735019,42,31,4.75374643,,43.24395716,"Compras no site",199.65735019,3,0.02380952,1,0.55099399,"Valor de conversão da compra no site",110.01,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"ADS - MES CONSUMIDOR 2",inactive,ad,1.19309629,4597,0.00217533,,110.2188465,24,21,4.59245194,,23.97625549,"Compras no site",110.2188465,5,0.04166667,1,1.43641496,"Valor de conversão da compra no site",158.32,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",prospecting,"AD - LARISSA TOFU",inactive,ad,1.70516153,4592,0.14002613,,78.15374695,56,42,1.39560262,,17.0195442,"Compras no site",78.15374695,6,0.01785714,1,2.32784744,"Valor de conversão da compra no site",181.93,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - MOFU ate 14-05 — Cópia",active,ad,1.45931341,4591,0.3404487,,75.07750699,210,117,0.35751194,,16.35319255,"Compras no site",75.07750699,4,0.0047619,1,2.66258175,"Valor de conversão da compra no site",199.9,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"AD - MOFU ANA ELISA — Cópia — Cópia",inactive,ad,1.4019548,4590,0.29084967,,269.55,78,65,3.45576923,,58.7254902,"Compras no site",89.85,9,0.03846154,3,1.70046374,"Valor de conversão da compra no site",458.36,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - MOFU teste ate 08-05",not_delivering,ad,1.28999435,4564,0.15753725,,66.35743179,61,42,1.08782675,,14.53931459,,,4,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"ADS - KAMILI",inactive,ad,1.13118012,4553,0.09005052,,67.22,19,12,3.53789474,,14.76389194,,,6,0,,,,,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - ORGANICO",inactive,ad,1.30008574,4549,0,,121.9518122,44,32,2.7716321,,26.80848806,"Compras no site",121.9518122,5,0.02272727,1,2.29943282,"Valor de conversão da compra no site",280.42,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"AD - RMKT — Cópia",inactive,ad,1.22007515,4546,0.00241971,,125.92707798,40,33,3.14817695,,27.70063308,"Compras no site",41.97569266,5,0.075,3,4.29248426,"Valor de conversão da compra no site",540.54,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD - JESSICA TOFU — Cópia",inactive,ad,1.13067332,4534,0.43383326,,144.19539907,57,60,2.52974384,,31.80313169,,,10,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"ADS - MES CONSUMIDOR — Cópia",not_delivering,ad,1.31533101,4530,0,,174.26,39,30,4.46820513,,38.46799117,"Compras no site",174.26,4,0.02564103,1,0.48393206,"Valor de conversão da compra no site",84.33,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,"AD - PROMO BOFU",inactive,ad,1.8477551,4527,0.31256903,,239.90074692,431,338,0.55661426,,52.99331719,"Compras no site",59.97518673,23,0.00928074,4,3.68035536,"Valor de conversão da compra no site",882.92,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - 1 — Cópia",archived,ad,1.25041459,4524,0.27564103,,22.97244544,38,29,0.60453804,,5.07790571,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - LUCIANA MOFU 2",inactive,ad,1.54707292,4519,0.18012835,,73.11,34,23,2.15029412,,16.17835804,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD - MOFU teste ate 08-05 — Cópia — Cópia — Cópia",inactive,ad,1.16761658,4507,0.36875971,,116.00334699,59,36,1.96615842,,25.73848391,"Compras no site",116.00334699,6,0.01694915,1,1.52340432,"Valor de conversão da compra no site",176.72,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,AD1,not_delivering,ad,2.08909513,4502,0.06885829,,100.07559362,17,13,5.88679962,,22.22914119,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD - LARI MOFU — Cópia",inactive,ad,1.22394981,4487,0.3414308,,136.05041741,82,70,1.65915143,,30.32102015,"Compras no site",68.02520871,10,0.02439024,2,2.95647752,"Valor de conversão da compra no site",402.23,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - MOFU ANA ELISA — Cópia",active,ad,1.15843887,4482,0.13364569,,97.16916789,40,28,2.4292292,,21.67986789,"Compras no site",48.58458395,4,0.05,2,3.51870874,"Valor de conversão da compra no site",341.91,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD - JESSICA TOFU — Cópia",inactive,ad,1.13879004,4480,0.41674107,,150.48519838,44,43,3.42011814,,33.59044607,"Compras no site",150.48519838,2,0.02272727,1,1.2433781,"Valor de conversão da compra no site",187.11,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"AD - MOFU ISA NOGUEIRA  REFAÇÃO 17-05 — Cópia",inactive,ad,1.19296833,4445,0.1295838,,53.56,27,22,1.9837037,,12.04949381,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,"AD2 — Cópia",inactive,ad,1.5696068,4431,0,,102.89467661,26,22,3.95748756,,23.22154742,"Compras no site",51.4473383,4,0.07692308,2,3.21153641,"Valor de conversão da compra no site",330.45,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD - BOFU 1",inactive,ad,1.28712871,4420,0.00022624,,58.00865627,19,14,3.05308717,,13.12413038,"Compras no site",58.00865627,1,0.05263158,1,4.08697624,"Valor de conversão da compra no site",237.08,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",existing,"AD - EVELYN",inactive,ad,1.20805921,4407,0.14295439,,72.11,46,36,1.5676087,,16.36260495,"Compras no site",36.055,11,0.04347826,2,4.16322285,"Valor de conversão da compra no site",300.21,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,"AD4 — Cópia",inactive,ad,1.3819729,4385,0,,84.52713545,37,30,2.28451717,,19.2764277,"Compras no site",84.52713545,6,0.02702703,1,1.98587115,"Valor de conversão da compra no site",167.86,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - MOFU ate 14-05 — Cópia",active,ad,1.09534535,4377,0.25268449,,53.28117221,36,20,1.48003256,,12.17298885,,,6,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 3 - Duda",archived,ad,1.26462073,4368,0.1043956,,45.54,7,5,6.50571429,,10.42582418,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"ADS 1 - Duda",archived,ad,3.14616498,4348,0.07014719,,51.89,21,10,2.47095238,,11.93422263,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 1",not_delivering,ad,1.25876168,4310,0.10533643,,82.77290499,29,22,2.8542381,,19.20485035,"Compras no site",82.77290499,6,0.03448276,1,1.98446581,"Valor de conversão da compra no site",164.26,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - EVELYN TOFU",active,ad,1.17128874,4308,0.16968431,,44.6,27,14,1.65185185,,10.35283194,"Compras no site",44.6,,0.03703704,1,6.16345291,"Valor de conversão da compra no site",274.89,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD - ISA MOFU",inactive,ad,1.43701971,4301,0.23459661,,73.33,52,34,1.41019231,,17.04952337,"Compras no site",36.665,2,0.03846154,2,4.78180826,"Valor de conversão da compra no site",350.65,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 2",not_delivering,ad,1.21394026,4267,0.12983361,,68.05,30,26,2.26833333,,15.94797281,,,5,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,"AD- NIVER 4",not_delivering,ad,1.66862285,4265,0,,165.12,71,51,2.3256338,,38.71512309,"Compras no site",82.56,12,0.02816901,2,3.07982074,"Valor de conversão da compra no site",508.54,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,"AD10 - INGRID",inactive,ad,1.24495171,4254,0.26234133,,143.98177741,60,44,2.39969629,,33.84621002,"Compras no site",71.9908887,8,0.03333333,2,2.25049312,"Valor de conversão da compra no site",324.03,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",prospecting,"AD - NIVER",inactive,ad,1.59017623,4241,0,,92.78,39,26,2.37897436,,21.87691582,"Compras no site",92.78,4,0.02564103,1,2.48900625,"Valor de conversão da compra no site",230.93,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"Criativo Versão 2 - Sabrina 29/12 — Cópia",inactive,ad,1.16254125,4227,0.18216229,,66.18,36,23,1.83833333,,15.65649397,"Compras no site",66.18,1,0.02777778,1,1.61937141,"Valor de conversão da compra no site",107.17,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 2",not_delivering,ad,1.38507266,4194,0.18955651,,125.31,22,17,5.69590909,,29.87839771,,,1,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"ADS - ANA ELISA 2",archived,ad,1.54710682,4171,0.11532007,,92.16,48,41,1.92,,22.09542076,,,9,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS - LARI 6",inactive,ad,1.68502024,4162,0.12301778,,62.45,34,32,1.83676471,,15.00480538,,,2,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"Teste - Perfil novo",not_delivering,ad,1.21199767,4162,0.13983662,,93.18,79,55,1.17949367,,22.38827487,,,8,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"ADS - ART 2",inactive,ad,1.57896735,4159,0,,71.53,31,19,2.30741935,,17.19884588,,,3,0,,,,,2026-01-01,2026-05-25
"[C] [LM - RMKT] [ADV. ABO]",prospecting,"AD - LEVE 3 PAGUE 2 — Cópia",active,ad,1.16817156,4140,0,,56.48708205,39,28,1.44838672,,13.64422272,,,,0,,,,,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,"AD- NIVER 6",not_delivering,ad,1.89010989,4128,0,,204.05505081,77,64,2.65006559,,49.4319406,"Compras no site",102.02752541,12,0.02597403,2,3.38315566,"Valor de conversão da compra no site",690.35,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD -  EVELYN",active,ad,1.15946938,4108,0.23076923,,145.72,39,29,3.73641026,,35.47224927,"Compras no site",72.86,2,0.05128205,2,3.22831458,"Valor de conversão da compra no site",470.43,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 1",not_delivering,ad,1.43212908,4083,0.20009797,,75.8267435,52,33,1.45820661,,18.57133076,"Compras no site",75.8267435,2,0.01923077,1,3.29197838,"Valor de conversão da compra no site",249.62,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD2 — Cópia",inactive,ad,1.10186436,4078,0,,73.96457897,27,19,2.73942885,,18.13746419,"Compras no site",73.96457897,3,0.03703704,1,1.45028879,"Valor de conversão da compra no site",107.27,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,AD1,inactive,ad,1.59032384,4076,0.16952895,,67.00834498,39,30,1.71816269,,16.43973135,"Compras no site",67.00834498,2,0.02564103,1,5.7891297,"Valor de conversão da compra no site",387.92,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD1 - 07/12",archived,ad,1.84153005,4044,0.20029674,,103.68242827,47,33,2.20600911,,25.63858266,"Compras no site",103.68242827,5,0.0212766,1,1.53304666,"Valor de conversão da compra no site",158.95,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",engaged,"AD - ORG 2 TOFU/MOFU",inactive,ad,1.53269962,4031,0,,145.22124622,102,83,1.42373771,,36.02610921,"Compras no site",36.30531156,5,0.03921569,4,7.19212944,"Valor de conversão da compra no site",1044.45,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD2 - LARI",not_delivering,ad,1.20306398,4005,0.18327091,,77.07,27,24,2.85444444,,19.24344569,"Compras no site",77.07,3,0.03703704,1,1.42480862,"Valor de conversão da compra no site",109.81,2026-01-01,2026-05-25
"[C] [JEJOOM] [CBO]",engaged,"AD - LARISSA TOFU",inactive,ad,1.90805145,4005,0.13857678,,64.42484539,58,34,1.1107732,,16.08610372,"Compras no site",32.2124227,7,0.03448276,2,3.5087395,"Valor de conversão da compra no site",226.05,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"AD10 - INGRID",inactive,ad,1.62667751,4000,0.29225,,171.70863964,57,41,3.01243227,,42.92715991,"Compras no site",85.85431982,11,0.03508772,2,2.01300296,"Valor de conversão da compra no site",345.65,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",prospecting,tons_dr-ursinho_video-reels_10-07-2025_mais-qual-usar,inactive,ad,1.31297209,3998,0.17033517,,185.52,64,51,2.89875,,46.4032016,"Compras no site",61.84,15,0.046875,3,3.48997413,"Valor de conversão da compra no site",647.46,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",existing,"AD - MOFU ate 14-05 — Cópia",inactive,ad,1.21748401,3997,0.44558419,,186.07646356,122,80,1.52521691,,46.55403141,"Compras no site",62.02548785,9,0.02459016,3,2.07506093,"Valor de conversão da compra no site",386.12,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",engaged,"AD - MOFU teste ate 08-05",inactive,ad,1.14531878,3988,0.42126379,,95.05442556,62,34,1.5331359,,23.83511173,"Compras no site",95.05442556,6,0.01612903,1,3.23919689,"Valor de conversão da compra no site",307.9,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 1",archived,ad,1.76382132,3988,0.13941825,,94.52743462,40,27,2.36318587,,23.70296756,"Compras no site",94.52743462,9,0.025,1,1.09111181,"Valor de conversão da compra no site",103.14,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",prospecting,"AD - MOFU",active,ad,1.51117848,3988,0.16574724,,39.46434016,27,14,1.46164223,,9.89577236,"Compras no site",39.46434016,1,0.03703704,1,6.4595024,"Valor de conversão da compra no site",254.92,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"ADS 2 - SABRINA",archived,ad,1.16573282,3953,0.16493802,,95.2,24,19,3.96666667,,24.08297496,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"ADS 1",not_delivering,ad,1.74446413,3939,0.18659558,,79.07,70,43,1.12957143,,20.07362275,"Compras no site",79.07,1,0.01428571,1,2.50284558,"Valor de conversão da compra no site",197.9,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",existing,"AD1 — Cópia — Cópia",inactive,ad,1.42375951,3931,0,,98.24,40,29,2.456,,24.99109641,,,7,0,,,,,2026-01-01,2026-05-25
"[C] [LM - PRINCIPAL][EX. BASE] [ADV. +] [CBO]",prospecting,"tons_dr-ursinho_video-reels_10-07-2025_esse-foi-produto-que-a-mamae — Cópia",archived,ad,1.07092199,3926,0.29877738,,129.66,44,41,2.94681818,,33.02598064,"Compras no site",129.66,2,0.02272727,1,1.84945241,"Valor de conversão da compra no site",239.8,2026-01-01,2026-05-25
"[C] [VARIOS PRODUTO] [ABO] [BID]",existing,"AD - IA",not_delivering,ad,1.36041667,3918,0.23991833,,111.9,59,39,1.89661017,,28.56049005,,,2,0,0,0.0080429,"Valor de conversão da compra no site",0.9,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - JADE TOFU 19-05 BM JADE + DENA — Cópia — Cópia",inactive,ad,1.49484536,3915,0.16270754,,41.14733795,97,70,0.42419936,,10.51017572,,,,0,,,,,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",prospecting,"AD - RAIZA MOFU — Cópia",inactive,ad,1.34827586,3910,0.22685422,,225.87004012,114,98,1.98131614,,57.76727369,"Compras no site",225.87004012,15,0.00877193,1,0.92323001,"Valor de conversão da compra no site",208.53,2026-01-01,2026-05-25
"[C] [LM - TESTE] [ABO]",engaged,"AD - MOFU ate 14-05",not_delivering,ad,1.19669118,3906,0.34869432,,64.98,56,44,1.16035714,,16.6359447,"Compras no site",32.49,2,0.03571429,2,4.11034164,"Valor de conversão da compra no site",267.09,2026-01-01,2026-05-25
"[C] [TONS] [PB DR]",engaged,"AD2 — Cópia",inactive,ad,1.54798885,3887,0,,82.09819653,41,28,2.00239504,,21.1212237,"Compras no site",41.04909827,3,0.04878049,2,5.62570214,"Valor de conversão da compra no site",461.86,2026-01-01,2026-05-25
